AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,5/28/2023 12:48:09 AM,BP23003136,"20XXX -299 5TH AVE N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/28/2023 8:53:56 AM,BP23003139,"XXX 5th Ave S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,5/28/2023 12:13:55 PM,BP23003140,"XXX 3rd St N, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,5/28/2023 2:00:45 PM,BP23003141,"XXX Pickett St N, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,5/28/2023 4:41:18 PM,BP23003142,"XXX 5th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,5/28/2023 6:57:48 PM,BP23003144,"XXX 2nd Ave N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,5/28/2023 8:23:23 PM,BP23003153,"29XXX -241 PRIMROSE PATH N, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,5/28/2023 8:32:21 PM,BP23003154,"63XXX -698 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/28/2023 8:44:05 PM,BP23003155,"20XXX -299 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/28/2023 8:53:27 PM,BP23003156,"6TH AVE S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/28/2023 11:54:07 PM,BP23003157,"70XXX -741 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/29/2023 8:15:50 PM,BP23003166,"3rd St S / 2nd Ave S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/29/2023 9:09:59 PM,BP23003171,"5th St N / 4th Ave N, BAYPORT",DIRECTED PATROL
