AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,12/24/2023 4:34:38 AM,BP23006848,"XXX 6th St N, BAYPORT",DRUNK/INTOXICATED 
BAYPORT POLICE DEPARTMENT,BAYPORT,12/24/2023 5:44:46 AM,BP23006849,"XXX Minnesota St S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/24/2023 7:20:42 AM,BP23006850,"XXX 3rd St N, BAYPORT",FOUND PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,12/25/2023 10:31:09 PM,BP23006865,"XXX 5TH AVE N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,12/25/2023 11:36:04 PM,BP23006866,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/26/2023 12:58:48 AM,BP23006870,"50XXX -574 3RD ST N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,12/26/2023 10:45:53 AM,BP23006874,"XXX 3rd St N, BAYPORT",FRAUD/SCAM
BAYPORT POLICE DEPARTMENT,BAYPORT,12/26/2023 1:51:38 PM,BP23006876,"Hwy 95 At 8th Ave N, BAYPORT",MOTORIST ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,12/26/2023 2:25:54 PM,BP23006879,"3rd st n / 2nd ave n, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,12/26/2023 10:26:03 PM,BP23006885,"10XXX -199 STATE ST S, BAYPORT",V/W - Tail Light Out; DL/LP Address Update
BAYPORT POLICE DEPARTMENT,BAYPORT,12/27/2023 6:34:45 AM,BP23006887,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,12/27/2023 9:10:50 AM,BP23006888,"XXX 3rd St N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,12/27/2023 2:11:52 PM,BP23006889,"XXX 5th Ave N, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/27/2023 4:21:55 PM,BP23006890,"XXX 3rd St S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,12/28/2023 1:10:30 AM,BP23006893,"XXX 4th Ave N, BAYPORT",LOCKOUT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/28/2023 4:53:28 AM,BP23006895,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/28/2023 11:15:12 AM,BP23006897,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/28/2023 12:23:58 PM,BP23006898,"XXX Oakwood St S, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,12/28/2023 12:49:41 PM,BP23006899,"XXX 3RD ST N, BAYPORT",LICENSE
BAYPORT POLICE DEPARTMENT,BAYPORT,12/28/2023 12:54:35 PM,BP23006900,"XXX 3RD ST N, BAYPORT",LICENSE
BAYPORT POLICE DEPARTMENT,BAYPORT,12/28/2023 12:54:49 PM,BP23006901,"XXX 3rd St N, BAYPORT",LICENSE
BAYPORT POLICE DEPARTMENT,BAYPORT,12/28/2023 12:56:21 PM,BP23006902,"XXX 3rd St N, BAYPORT",LICENSE
BAYPORT POLICE DEPARTMENT,BAYPORT,12/28/2023 1:03:02 PM,BP23006904,"XXX 5TH AVE N, BAYPORT",LICENSE
BAYPORT POLICE DEPARTMENT,BAYPORT,12/28/2023 1:33:22 PM,BP23006906,"3rd St N / 1st Ave N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/28/2023 4:30:04 PM,BP23006909,"XXX 4TH AVE N, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,12/28/2023 7:37:40 PM,BP23006910,"XXX 4th St N, BAYPORT",TRESPASSING
BAYPORT POLICE DEPARTMENT,BAYPORT,12/29/2023 1:57:51 AM,BP23006917,"XXX Highway 95 N, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,12/29/2023 4:41:51 PM,BP23006921,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/30/2023 8:18:40 AM,BP23006930,"XXX 4th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/30/2023 8:28:29 AM,BP23006931,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,12/25/2023 4:46:57 PM,BP23006860,"4XXX  STAGECOACH TRL N, BAYTOWN TOWNSHIP",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,12/26/2023 2:58:29 AM,BP23006872,"14XXX  62nd St N, STILLWATER",ASSIST OTHER AGENCY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/24/2023 7:56:18 AM,CG23042462,"7XXX  Hemingway Ave S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/24/2023 12:47:51 PM,CG23042476,"9XXX  East Point Douglas Rd S, COTTAGE GROVE",SHOPLIFTING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/24/2023 1:14:59 PM,CG23042479,"10XXX  80th Street Ct S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/24/2023 1:58:29 PM,CG23042482,"8XXX  67th Street Ct S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/24/2023 3:10:01 PM,CG23042488,"6XXX  Meadow Grass Ln S, COTTAGE GROVE",CIVIL MATTER/DISPUTE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/24/2023 3:52:05 PM,CG23042490,"7XXX  96th St S, COTTAGE GROVE",CHILD CUSTODY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/24/2023 7:24:18 PM,CG23042497,"7XXX  Hemingway Ave S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/24/2023 9:14:02 PM,CG23042499,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/24/2023 9:59:42 PM,CG23042500,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/25/2023 1:59:24 AM,CG23042502,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/25/2023 2:00:07 AM,CG23042503,"9XXX  Dunes Ct S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/25/2023 6:19:04 AM,CG23042504,"8XXX  81st St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/25/2023 11:10:24 AM,CG23042523,"7XXX  72nd St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/25/2023 11:26:57 AM,CG23042524,"8XXX  Hadley Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/25/2023 11:41:32 AM,CG23042525,"7XXX  Hinton Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/25/2023 11:56:09 AM,CG23042526,"8XXX  64th St S, COTTAGE GROVE",DEATH
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/25/2023 1:17:28 PM,CG23000735,"7XXX  Hyde Ave S, COTTAGE GROVE",MEDICAL
