AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,3/2/2025 12:13:06 PM,BP25000906,"1XXX  Inspiration Pkwy S, BAYPORT",OPEN DOOR/WINDOW
BAYPORT POLICE DEPARTMENT,BAYPORT,3/2/2025 12:19:42 PM,BP25000907,"XXX 3RD ST S, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 8:16:08 AM,BP25000912,"XXX 4th st n, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 1:48:25 PM,BP25000914,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 2:01:59 PM,BP25000915,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 3:14:39 PM,BP25000916,"XXX 4th st n, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 3:30:52 PM,BP25000917,"HWY 95 AT CENTRAL AVE, BAYPORT",VW/SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 3:43:00 PM,BP25000918,"2ND AVE N / 3RD ST N, BAYPORT",CIT/USE OF CELL DEVICE
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 3:54:26 PM,BP25000919,"30XXX -399 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 4:07:28 PM,BP25000920,"HWY 95 AT CENTRAL AVE, BAYPORT",VW/HANDSFREE
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 4:20:00 PM,BP25000921,"95XXX /central , BAYPORT",CIT/NO POI
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 4:37:00 PM,BP25000922,"Royal Auto, BAYPORT",CIT/HANDS FREE
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 5:03:24 PM,BP25000923,"HWY 95 AT CENTRAL AVE, BAYPORT",VW/CROSSWALK
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 5:35:05 PM,BP25000924,"3RD ST N / 5TH AVE N, BAYPORT",VW/Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2025 5:41:22 PM,BP25000925,"HWY 95 AT 7TH AVE N, BAYPORT",VW/Fail to maintain lane
BAYPORT POLICE DEPARTMENT,BAYPORT,3/4/2025 12:43:33 AM,BP25000931,"HWY 95 / OSPREY BLVD, BAYPORT","Cited - no insurance, expired registration"
BAYPORT POLICE DEPARTMENT,BAYPORT,3/4/2025 10:38:48 AM,BP25000934,"Unknown, BAYPORT",AOA/VULNERABLE ADULT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/4/2025 11:34:22 AM,BP25000935,"XXX Central Ave, BAYPORT",FIRE
BAYPORT POLICE DEPARTMENT,BAYPORT,3/4/2025 1:21:36 PM,BP25000936,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/4/2025 8:27:55 PM,BP25000940,"XXX 3rd St N, BAYPORT",PUBLIC WORKS CONCERN
BAYPORT POLICE DEPARTMENT,BAYPORT,3/4/2025 11:48:08 PM,BP25000941,"XXX Highway 95 N, BAYPORT",INCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/5/2025 1:44:06 AM,BP25000946,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,3/5/2025 9:36:41 AM,BP25000948,"40XXX -503 MAINE ST S, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/5/2025 1:15:48 PM,BP25000951,"XXX 3RD ST N , BAYPORT",DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,3/5/2025 1:41:20 PM,BP25000954,"XXX 5th Ave N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/5/2025 5:15:02 PM,BP25000955,"XXX Pickett St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,3/5/2025 8:03:57 PM,BP25000956,"XXX 3rd St N, BAYPORT",OFP VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,3/5/2025 9:49:13 PM,BP25000957,"40XXX -498 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,3/5/2025 10:11:15 PM,BP25000960,"20XXX -498 10TH AVE N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 5:01:46 AM,BP25000966,"50XXX -599 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 5:38:33 AM,BP25000967,"30XXX -399 MINNESOTA ST S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 5:55:00 AM,BP25000968,"50XXX -598 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 8:37:52 AM,BP25000970,"XXX 4TH ST N (WORK ADDRESS), BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 9:00:46 AM,BP25000971,"XXX 3RD ST N, BAYPORT",TRAFFIC COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 9:10:41 AM,BP25000972,"XXX 5th Ave N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 9:33:27 AM,BP25000973,"XXX 4th Ave N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 11:55:24 AM,BP25000977,"Unknown, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 12:23:10 PM,BP25000979,"5th Ave N / 2nd St N, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 3:26:15 PM,BP25000980,"XXX OSPREY BLVD, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 3:30:10 PM,BP25000981,"91XXX -975 OSPREY BLVD, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 4:02:34 PM,BP25000984,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2025 9:43:00 PM,BP25000989,"XXX 3rd St N, BAYPORT",DWI
BAYPORT POLICE DEPARTMENT,BAYPORT,3/7/2025 2:36:45 AM,BP25000990,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/7/2025 10:03:54 AM,BP25000992,"XXX 3rd St N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,3/7/2025 1:41:24 PM,BP25000994,"XXX Lakeside Dr S, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,3/7/2025 3:50:17 PM,BP25000995,"XXX Inspiration Pkwy N, BAYPORT",THEFT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/7/2025 6:23:19 PM,BP25000996,"XXX 2nd St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
