AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2023 2:25:14 AM,BP23003428,"10XXX -198 3RD ST N, BAYPORT",DWI
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2023 8:04:25 AM,BP23003430,"XXX 3RD ST S, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2023 7:32:47 PM,BP23003437,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2023 10:16:29 PM,BP23003440,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/12/2023 6:17:24 AM,BP23003442,"XXX 3rd st n, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/12/2023 12:47:35 PM,BP23003447,"Unknown, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/12/2023 8:23:25 PM,BP23003449,"XXX 6th St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/12/2023 10:59:18 PM,BP23003456,"XX central ave , BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/12/2023 11:12:06 PM,BP23003457,"XXX 5th St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/13/2023 11:40:08 PM,BP23003470,"85XXX -898 INSPIRATION PKWY S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,6/14/2023 2:32:55 AM,BP23003472,"XX CENTRAL AVE, BAYPORT",Vandalism; Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/14/2023 10:16:39 AM,BP23003478,"XXX Lake St S, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/14/2023 12:25:37 PM,BP23003481,"Croixdale, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/14/2023 12:38:49 PM,BP23003482,"XXX 4th St S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/14/2023 5:08:41 PM,BP23003488,"XXX 4th St S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/14/2023 8:04:32 PM,BP23003496,"3rd st n / 3rd ave n, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/14/2023 8:19:40 PM,BP23003497,"70XXX -972 MINNESOTA ST S, BAYPORT",WARRANT ARREST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/15/2023 6:18:00 PM,BP23003512,"3rd st s / 3rd ave s , BAYPORT","Arrest - Canc-IPS, 5th Degree Drugs, Felony warrant"
BAYPORT POLICE DEPARTMENT,BAYPORT,6/16/2023 4:03:08 PM,BP23003522,"1XXX  Inspiration Pkwy N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/16/2023 7:16:13 PM,BP23003524,"XXX 5TH AVE S, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/16/2023 11:29:04 PM,BP23003527,"Hwy 95 At 10th Ave N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/17/2023 2:56:52 PM,BP23003540,"XXX Maine St N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,FOREST LAKE,6/11/2023 5:01:04 PM,BP23003435,"XX BROADWAY AVE E, FOREST LAKE",INDECENT EXPOSURE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,6/11/2023 9:16:59 AM,CG23017906,"7XXX  EAST POINT DOUGLAS RD S, COTTAGE GROVE",TRAFFIC STOP
