AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,3/5/2023 11:56:37 PM,BP23001355,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2023 4:39:01 PM,BP23001360,"3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2023 6:11:37 PM,BP23001362,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/6/2023 10:46:59 PM,BP23001363,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,3/7/2023 12:22:45 AM,BP23001369,"2ND AVE S / 3RD ST S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/7/2023 1:06:38 AM,BP23001371,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,3/7/2023 4:24:10 AM,BP23001377,"XXX Pickett St N, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,3/7/2023 6:09:47 AM,BP23001378,"XXX 4TH AVE N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/7/2023 8:35:38 AM,BP23001379,"3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/7/2023 1:12:13 PM,BP23001381,"10XXX -198 5TH AVE N, BAYPORT",CITE - PARKING WHERE SIGNS PROHIBIT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/7/2023 1:18:11 PM,BP23001382,"10XXX -199 5TH AVE N, BAYPORT",CITE - PARKING WHERE SIGNS PROHIBIT
