AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,AFTON,6/30/2023 8:37:47 PM,BP23003799,"Neal Ave S / 50th St S, AFTON",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2023 10:27:47 AM,BP23003691,"XXX 4th Ave N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2023 12:46:40 PM,BP23003693,"XXX 8th St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2023 10:53:53 PM,BP23003697,"XX CENTRAL AVE, BAYPORT",Park close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/26/2023 3:04:37 AM,BP23003703,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/26/2023 6:26:28 AM,BP23003706,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/26/2023 7:35:11 PM,BP23003711,"XX CENTRAL AVE, BAYPORT",Honor Box Payment Collection
BAYPORT POLICE DEPARTMENT,BAYPORT,6/26/2023 8:45:19 PM,BP23003715,"Pickett St N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,6/26/2023 10:16:51 PM,BP23003718,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/27/2023 12:50:54 AM,BP23003721,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/27/2023 4:08:10 PM,BP23003724,"XXX 3rd st n, BAYPORT",MISC INFO
BAYPORT POLICE DEPARTMENT,BAYPORT,6/27/2023 5:07:04 PM,BP23003727,"50XXX -598 MINNESOTA ST S, BAYPORT",W/W SPEED (COMM VEH INSP)
BAYPORT POLICE DEPARTMENT,BAYPORT,6/27/2023 5:21:41 PM,BP23003728,"60XXX -619 MINNESOTA ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/27/2023 11:45:20 PM,BP23003736,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2023 12:32:51 AM,BP23003737,"Hwy 95 / 10 th Ave N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2023 12:44:22 AM,BP23003738,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2023 12:54:41 AM,BP23003739,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2023 11:01:47 AM,BP23003743,"3RD AVE S / 3RD ST S, BAYPORT",DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2023 3:46:01 PM,BP23003751,"3rd St N / 4th Ave N, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2023 5:55:09 PM,BP23003752,"XX Point Rd, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2023 6:29:02 PM,BP23003753,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2023 9:41:57 PM,BP23003760,"XXX 3rd St N, BAYPORT",WARRANT ARREST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2023 10:02:07 PM,BP23003761,"XX CENTRAL AVE, BAYPORT",Park close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2023 6:52:27 PM,BP23003772,"XXX 4th St S, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2023 11:34:03 PM,BP23003774,"XX CENTRAL AVE, BAYPORT",Park close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2023 11:40:25 PM,BP23003775,"XXX 4th Ave N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/30/2023 6:24:47 AM,BP23003782,"XXX 2nd St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/30/2023 2:09:11 PM,BP23003783,"XXX 2nd Ave S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/30/2023 5:13:51 PM,BP23003788,"80XXX -899 Highway 95 N, BAYPORT",W/W EXPIRED REG
BAYPORT POLICE DEPARTMENT,BAYPORT,6/30/2023 5:25:12 PM,BP23003790,"30XXX -399 3RD ST N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/30/2023 6:17:31 PM,BP23003792,"10XXX -1131 INSPIRATION PKWY, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/30/2023 6:34:53 PM,BP23003793,"10XXX -1098 5TH AVE N, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/30/2023 7:06:58 PM,BP23003794,"50XXX -573 3RD ST N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/30/2023 7:30:47 PM,BP23003795,"XXX 5TH ST N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/30/2023 7:59:58 PM,BP23003796,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/30/2023 8:49:55 PM,BP23003797,"XX CENTRAL AVE, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,6/30/2023 9:28:48 PM,BP23003798,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/30/2023 11:42:03 PM,BP23003800,"XXX 3rd St N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,7/1/2023 12:07:51 AM,BP23003801,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,7/1/2023 12:53:08 AM,BP23003807,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,7/1/2023 1:02:57 AM,BP23003808,"80XXX -899 Highway 95 N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,7/1/2023 12:50:56 PM,BP23003822,"90XXX -999 Highway 95 N, BAYPORT",CITE - UNSAFE PASSING
BAYPORT POLICE DEPARTMENT,BAYPORT,7/1/2023 1:56:41 PM,BP23003825,"XXX central ave, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,7/1/2023 3:40:59 PM,BP23003827,"3rd st n / 2nd ave n, BAYPORT",CROSSWALK VIOLATION ENFORCEMENT
BAYPORT POLICE DEPARTMENT,BAYPORT,7/1/2023 3:44:07 PM,BP23003828,"74XXX -799 3RD ST N, BAYPORT",CITE - FAIL TO YIELD TO PEDESTRIAN
