AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,9/18/2023 7:47:25 PM,BP23005381,"Minnesota St S / 4th Ave S, BAYPORT",W/W TAIL LIGHTS OUT
BAYPORT POLICE DEPARTMENT,BAYPORT,9/18/2023 8:43:37 PM,BP23005385,"XXX 4th St S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,9/18/2023 10:49:13 PM,BP23005386,"XX CENTRAL AVE, BAYPORT",PARK CLOSED
BAYPORT POLICE DEPARTMENT,BAYPORT,9/19/2023 10:50:18 PM,BP23005401,"XX CENTRAL AVE, BAYPORT",PARK CLOSED
BAYPORT POLICE DEPARTMENT,BAYPORT,9/19/2023 11:25:39 PM,BP23005403,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/20/2023 12:20:04 AM,BP23005406,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/20/2023 8:12:26 PM,BP23005420,"XX central ave , BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/21/2023 12:33:55 AM,BP23005425,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/21/2023 10:24:00 PM,BP23005434,"XX central ave , BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/22/2023 12:51:46 PM,BP23005440,"XXX 4th Ave N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,9/22/2023 7:27:51 PM,BP23005444,"Hwy 95 At 5th Ave S, BAYPORT",TRAFFIC COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,9/22/2023 9:08:50 PM,BP23005445,"XXX 3RD ST S, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,9/22/2023 11:16:40 PM,BP23005446,"XXX 6th St N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,9/23/2023 3:59:59 AM,BP23005452,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,9/23/2023 6:04:02 AM,BP23005453,"12XXX -198 3RD ST S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,9/23/2023 7:09:25 AM,BP23005454,"XXX Highway 95 N, BAYPORT",LIFT ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/23/2023 10:43:41 PM,BP23005457,"XXX 3RD ST N, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,9/20/2023 1:13:40 AM,BP23005407,"4XXX  Osgood Ave N, BAYTOWN TOWNSHIP",ASSIST OTHER AGENCY
