AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,6/1/2025 12:38:56 AM,BP25002352,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/1/2025 2:49:41 AM,BP25002359,"10XXX -198 3RD ST N, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,6/1/2025 7:53:37 AM,BP25002361,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/1/2025 1:48:41 PM,BP25002365,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/1/2025 6:05:52 PM,BP25002366,"XXX 3rd St N, BAYPORT",THEFT/DISORDERLY CONDUCT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/2/2025 12:23:06 AM,BP25002368,"XX Central Ave, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/2/2025 8:04:20 AM,BP25002370,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/2/2025 8:32:50 AM,BP25002371,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/2/2025 8:33:10 AM,BP25002372,"XXX 4th St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/2/2025 11:33:04 AM,BP25002373,"Minnesota St S / 3rd Ave S, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/2/2025 2:10:34 PM,BP25002374,"30XXX -398 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/2/2025 2:36:36 PM,BP25002377,"XXX 4TH AVE N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/2/2025 2:36:50 PM,BP25002375,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/2/2025 2:37:00 PM,BP25002376,"30XXX -398 MINNESOTA ST S, BAYPORT",VW/SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/2/2025 2:56:00 PM,BP25002378,"30XXX -399 MINNESOTA ST S, BAYPORT",CIT/Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,6/2/2025 3:01:22 PM,BP25002379,"30XXX -398 MINNESOTA ST S, BAYPORT",VW/SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/2/2025 3:20:04 PM,BP25002380,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
