AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,11/5/2023 2:31:36 AM,BP23006085,"XXX 2nd St N, BAYPORT",ASSAULT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/5/2023 9:55:51 AM,BP23006090,"XXX 5th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/5/2023 5:42:04 PM,BP23006093,"XXX PICKETT ST N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/5/2023 9:05:51 PM,BP23006094,"XXX Minnesota St S, BAYPORT",FIREWORKS
BAYPORT POLICE DEPARTMENT,BAYPORT,11/5/2023 10:09:18 PM,BP23006095,"XX Central Ave, BAYPORT",FIREWORKS
BAYPORT POLICE DEPARTMENT,BAYPORT,11/6/2023 1:35:45 PM,BP23006099,"XXX 3rd St S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/6/2023 3:46:47 PM,BP23006103,"XXX 3rd St S, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,11/6/2023 4:20:23 PM,BP23006104,"XXX 1ST AVE N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,11/6/2023 7:37:19 PM,BP23006105,"40XXX -498 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,11/6/2023 7:48:26 PM,BP23006106,"30XXX -399 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,11/6/2023 8:04:53 PM,BP23006107,"50XXX -598 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,11/6/2023 8:20:59 PM,BP23006108,"40XXX -499 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,11/7/2023 8:01:22 PM,BP23006121,"XXX 5th St S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,11/7/2023 8:33:57 PM,BP23006122,"12XXX -198 3RD ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,11/7/2023 8:41:33 PM,BP23006123,"XXX 5TH AVE N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,11/7/2023 8:49:47 PM,BP23006124,"80XXX -899 Highway 95 N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,11/7/2023 9:49:52 PM,BP23006125,"XXX 3rd St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/8/2023 10:19:27 AM,BP23006137,"3rd St N / 5th Ave N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,11/8/2023 11:10:20 AM,BP23006138,"XXX 4th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/8/2023 12:33:18 PM,BP23006140,"XXX 4th Ave N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/9/2023 2:59:10 AM,BP23006146,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,11/9/2023 6:26:50 AM,BP23006147,"XXX 4th Ave N, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,11/9/2023 1:27:49 PM,BP23006153,"XXX 4TH AVE N, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/9/2023 2:19:27 PM,BP23006154,"XXX 5th St N, BAYPORT",HARASSMENT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/9/2023 6:33:35 PM,BP23006159,"XXX 3rd St N, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/10/2023 8:52:27 PM,BP23006175,"XXX 2nd St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/11/2023 2:44:57 AM,BP23006180,"XXX 3rd St N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,11/5/2023 1:01:41 AM,BP23006084,"22XXX -2898 SAINT CROIX TRL N, WEST LAKELAND TOWNSHIP",ARREST - 2nd Degree DWI
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,11/5/2023 3:11:22 PM,BP23006091,"Hwy 95 At 22nd St N, WEST LAKELAND TOWNSHIP",ABANDONED VEHICLE
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,11/6/2023 2:45:38 PM,BP23006101,"22nd St N / Saint Croix Trl N, WEST LAKELAND TOWNSHIP",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,11/9/2023 6:16:39 PM,BP23006158,"Saint Croix Trl N / 22nd St N, WEST LAKELAND TOWNSHIP",WARRANT ARREST - CITE DAR
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/5/2023 12:10:00 AM,CG23038082,"6XXX  Idsen Ave S, COTTAGE GROVE",DWI
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/5/2023 1:30:53 AM,CG23038088,"9XXX  EAST POINT DOUGLAS ROAD S, COTTAGE GROVE",ASSAULT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/5/2023 5:49:06 PM,CG23038137,"80TH ST S / HARDWOOD AVE S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/5/2023 7:36:22 PM,CG23038144,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/5/2023 8:50:23 PM,CG23038147,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/5/2023 8:57:49 PM,CG23038149,"7XXX  Hearthside Ave S, COTTAGE GROVE",ANIMAL BITE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/5/2023 11:23:36 PM,CG23038152,"9XXX  Indian Blvd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 12:20:32 AM,CG23038161,"72XXX -7398 HINTON AVE S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 2:08:29 AM,CG23038176,"9XXX  92nd St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 5:44:40 AM,CG23038179,"6XXX  Innsdale Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 7:47:04 AM,CG23038185,"6XXX  Timber Ridge Trl S, COTTAGE GROVE",DEATH
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 7:53:47 AM,CG23038209,"8XXX  81ST ST S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 8:05:15 AM,CG23038187,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",DISTURBANCE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 8:27:55 AM,CG23038188,"6XXX  Lamar Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 9:10:29 AM,CG23038191,"6XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 10:27:33 AM,CG23038192,"12XXX  Ravine Pkwy S, COTTAGE GROVE",FOUND PROPERTY/ITEM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 11:01:07 AM,CG23038193,"7XXX  Hearthside Ave S, COTTAGE GROVE",THEFT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 11:28:12 AM,CG23038195,"12XXX  Ravine Pkwy S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 11:49:55 AM,CG23038198,"6XXX  Jewel Bay S, COTTAGE GROVE",FRAUD/SCAM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 12:00:10 PM,CG23038199,"8XXX  IRA AVE, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 12:04:44 PM,CG23038200,"6XXX  Goodview Ave S, COTTAGE GROVE",RUNAWAY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 12:12:45 PM,CG23038201,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 2:19:42 PM,CG23038211,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 2:20:52 PM,CG23038210,"6XXX  90th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,11/6/2023 2:33:38 PM,CG23038213,"8XXX  71st st s, COTTAGE GROVE",THEFT
