AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,7/6/2025 12:30:27 AM,BP25002843,"XXX - 399 4TH ST N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,7/6/2025 3:15:48 AM,BP25002844,"STAGECOACH TRL N / INSPIRATION PKWY S, BAYPORT",FIRE
BAYPORT POLICE DEPARTMENT,BAYPORT,7/6/2025 7:51:16 AM,BP25002845,"Inspiration Pkwy S / Stagecoach Trl N, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,7/6/2025 12:15:47 PM,BP25002851,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/6/2025 3:04:19 PM,BP25002854,"XX Central Ave, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,7/6/2025 9:14:41 PM,BP25002856,"XXX Mariner Dr, BAYPORT",WATER INCIDENT/VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,7/6/2025 10:45:13 PM,BP25002857,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/6/2025 11:42:21 PM,BP25002860,"XXX PRIMROSE PATH N, BAYPORT",OPEN DOOR/WINDOW
BAYPORT POLICE DEPARTMENT,BAYPORT,7/6/2025 11:52:11 PM,BP25002861,"XXX PRIMROSE PATH N, BAYPORT",OPEN DOOR/WINDOW
BAYPORT POLICE DEPARTMENT,BAYPORT,7/6/2025 11:59:02 PM,BP25002862,"1XXX  INSPIRATION PKWY N, BAYPORT",OPEN DOOR/WINDOW
BAYPORT POLICE DEPARTMENT,BAYPORT,7/7/2025 6:42:18 AM,BP25002865,"XXX 2nd Ave N, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,7/7/2025 8:16:01 AM,BP25002867,"XXX Pickett St N, BAYPORT",HRO VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,7/7/2025 3:30:26 PM,BP25002869,"XX Hwy 95 Jso 5th Ave N, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,7/7/2025 5:15:19 PM,BP25002870,"Minnesota St S / Osprey Blvd, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,7/8/2025 3:20:45 AM,BP25002872,"XX Central Ave, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,7/8/2025 11:38:28 PM,BP25002878,"XX Central Ave, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,7/9/2025 10:06:51 AM,BP25002882,"XXX - 635 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,7/9/2025 12:35:55 PM,BP25002884,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/9/2025 4:51:46 PM,BP25002888,"XX CENTRAL AVE, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,7/9/2025 6:55:49 PM,BP25002891,"XXX 3rd St N, BAYPORT",TRAFFIC COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,7/9/2025 8:12:25 PM,BP25002893,"XXX - 499 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,7/9/2025 10:57:23 PM,BP25002896,"8th ST N/9th ST N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,7/9/2025 11:18:48 PM,BP25002897,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2025 12:32:45 AM,BP25002899,"4XXX  - 4259 STAGECOACH TRL N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2025 12:33:08 AM,BP25002900,"XXX 3RD ST S, BAYPORT",MOTORIST ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2025 1:56:34 PM,BP25002902,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2025 2:41:55 PM,BP25002904,"XXX 8TH ST N, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2025 7:42:45 PM,BP25002906,"XXX 6th St N, BAYPORT",SUICIDE ATTEMPT/THREATS OF
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2025 9:38:13 PM,BP25002907,"XXX 7th St N, BAYPORT",ANIMAL BITE
BAYPORT POLICE DEPARTMENT,BAYPORT,7/11/2025 1:24:07 AM,BP25002908,"XX CENTRAL AVE, BAYPORT",PARK CLOSED
BAYPORT POLICE DEPARTMENT,BAYPORT,7/11/2025 3:37:49 AM,BP25002913,"XXX - 1098 PICKETT AVE N, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,7/11/2025 2:03:23 PM,BP25002918,"XXX Lakeside Drive S, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,7/11/2025 9:42:05 PM,BP25002921,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/12/2025 2:42:05 PM,BP25002927,"Minnesota St S / Osprey Blvd, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,7/12/2025 4:14:15 PM,BP25002928,"XX CENTRAL AVE, BAYPORT",ASSAULT
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,7/9/2025 11:57:22 PM,BP25002898,"15XXX  34th Street Cv N, BAYTOWN TOWNSHIP",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,LAKELAND,7/12/2025 9:37:47 AM,BP25002926,"Saint Croix Trl N Nb At I94, LAKELAND",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,7/6/2025 1:10:41 PM,BP25002853,"13XXX  60TH ST N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,7/6/2025 10:45:10 PM,BP25002858,"14XXX  56th St N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,7/7/2025 12:02:34 AM,BP25002863,"14XXX  60th St N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,7/7/2025 12:05:55 AM,BP25002864,"14XXX  56th St N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,7/7/2025 7:43:36 AM,BP25002866,"14XXX  60TH ST N, OAK PARK HEIGHTS",AOA/TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,7/7/2025 9:10:36 PM,BP25002871,"5XXX  Norwich Ave N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,7/9/2025 12:35:01 AM,BP25002880,"Saint Croix Crossing Bridge: Hwy 36 Wb - Mn, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,7/11/2025 9:01:19 PM,BP25002920,"14XXX  57th St N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/6/2025 1:01:36 AM,CG25024655,"Hwy 61 Sb To Innovation Rd Ramp, COTTAGE GROVE",CIVIL MATTER/DISPUTE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/6/2025 1:33:41 AM,CG25024660,"8XXX  EAST POINT DOUGLAS RD S, COTTAGE GROVE",DWI
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/6/2025 4:07:18 AM,CG25024663,"8XXX  Jergen Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/6/2025 7:26:18 AM,CG25024667,"8XXX  Indian Blvd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/6/2025 7:47:56 AM,CG25024668,"8XXX  115th St S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/6/2025 8:25:29 AM,CG25024671,"6XXX  80th St S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/6/2025 9:09:33 AM,CG25024677,"6XXX  JOLIET AVE S, COTTAGE GROVE",IDENTITY THEFT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/6/2025 12:25:50 PM,CG25024696,"6XXX  91st Cv S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/6/2025 12:50:25 PM,CG25024698,"9XXX  East Point Douglas Rd S, COTTAGE GROVE",SHOPLIFTING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/6/2025 5:44:44 PM,CG25024725,"11XXX  Highway 61 S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/6/2025 6:17:15 PM,CG25024728,"6XXX  Jeffery Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/6/2025 10:20:14 PM,CG25024757,"9XXX  75TH ST S, COTTAGE GROVE",JUVENILE COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 12:26:45 AM,CG25024768,"9XXX  75th St S, COTTAGE GROVE",VEHICLE UNLOCK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 2:10:45 AM,CG25024773,"6XXX  PRESERVE PASS S, COTTAGE GROVE",FRAUD/SCAM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 3:43:32 AM,CG25024785,"8XXX  Jeffery Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 5:55:50 AM,CG25024787,"6XXX  Pine Crest Trl S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 6:32:04 AM,CG25024788,"6XXX  83rd St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 8:18:50 AM,CG25024789,"8XXX  West Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 8:40:11 AM,CG25024791,"6XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 10:31:37 AM,CG25024804,"8XXX  West Point Douglas Rd S, COTTAGE GROVE",THEFT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 11:17:38 AM,CG25024820,"9XXX  75TH ST S, COTTAGE GROVE",TRESPASSING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 11:18:52 AM,CG25024821,"HWY 61 SB JSO WEST POINT DOUGLAS RD S, COTTAGE GROVE",DRIVING COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 11:41:20 AM,CG25024826,"6XXX  99th St S, COTTAGE GROVE",HARASSMENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 12:10:31 PM,CG25024830,"8XXX  71st St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 1:22:00 PM,CG25024839,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",SHOPLIFTING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 1:39:45 PM,CG25024846,"7XXX  Hardwood Ave S, COTTAGE GROVE",MOTOR VEHICLE THEFT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 2:09:26 PM,CG25024843,"7XXX  EAST POINT DOUGLAS RD S, COTTAGE GROVE",SHOPLIFTING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 3:55:05 PM,CG25024855,"7XXX  Hemingway Ave S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 4:27:46 PM,CG25024858,"10XXX  WEST POINT DOUGLAS RD S, COTTAGE GROVE",911 ABANDONED/HANGUP/OPEN LINE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 5:14:15 PM,CG25024861,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 5:25:00 PM,CG25024863,"HINTON AVE S / HINTON PARK AVE S, COTTAGE GROVE",DWI
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 5:42:34 PM,CG25024866,"7XXX  EAST POINT DOUGLAS RD S, COTTAGE GROVE",911 ABANDONED/HANGUP/OPEN LINE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 6:55:38 PM,CG25024875,"8XXX  West Point Douglas Rd S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 7:53:39 PM,CG25024878,"6XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/7/2025 8:00:00 PM,CG25024879,"9XXX  East Point Douglas Rd S, COTTAGE GROVE",WARRANT ARREST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/8/2025 6:26:50 AM,CG25024944,"7XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/8/2025 8:45:41 AM,CG25024958,"7XXX  Goodview Ave S, COTTAGE GROVE",ANIMAL BITE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/8/2025 12:18:12 PM,CG25024968,"9XXX  Indian Boulevard Ct S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/8/2025 12:39:09 PM,CG25024969,"8XXX  EAST POINT DOUGLAS RD S, COTTAGE GROVE",NUISANCE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/8/2025 12:39:58 PM,CG25024970,"6XXX  80th St S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/8/2025 1:27:40 PM,CG25024975,"7XXX  LAMAR AVE S, COTTAGE GROVE",OFFICER INFORMATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/8/2025 1:49:13 PM,CG25024977,"9XXX  Granada Ave S, COTTAGE GROVE",ANIMAL COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/8/2025 6:03:21 PM,CG25025013,"7XXX  Inman Ave S, COTTAGE GROVE",ANIMAL COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/8/2025 6:52:36 PM,CG25025017,"6XXX  Timber Ridge Trl S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/8/2025 7:30:53 PM,CG25025020,"7XXX  Jorgensen Ln S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/8/2025 8:54:11 PM,CG25025024,"11XXX  Kingsborough Trl S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/8/2025 9:44:00 PM,CG25025033,"7XXX  Hemingway Ave S, COTTAGE GROVE",WARRANT ARREST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 12:12:14 AM,CG25025044,"7XXX  HINTON AVE S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 12:22:18 AM,CG25025046,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",NOISE COMPLAINT/DISTURBANCE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 8:07:43 AM,CG25025058,"8XXX  83rd St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 8:37:29 AM,CG25025060,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 9:49:39 AM,CG25025063,"7XXX  JOCELYN CT S, COTTAGE GROVE",COUNTERFEIT/FORGERY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 11:10:49 AM,CG25025072,"7XXX  HARDWOOD AVE S, COTTAGE GROVE",RECOVERED STOLEN
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 11:27:57 AM,CG25025075,"6XXX  INNSDALE AVE S, COTTAGE GROVE",ORDINANCE VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 12:52:25 PM,CG25025086,"7XXX  80th St S, COTTAGE GROVE",DISTURBANCE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 1:27:08 PM,CG25025089,"8XXX  Jeffery Ave S, COTTAGE GROVE",CIVIL MATTER/DISPUTE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 1:39:03 PM,CG25025092,"9XXX  Jareau Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 2:12:11 PM,CG25025094,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",SHOPLIFTING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 3:29:00 PM,CG25025101,"70th St S / Jamaica Ave S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 4:09:20 PM,CG25025102,"6XXX  Ideal Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 4:11:11 PM,CG25025103,"6XXX  Pine Crest Trl S, COTTAGE GROVE",OFP VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 7:21:09 PM,CG25025136,"80TH ST S / JAMAICA AVE S, COTTAGE GROVE",MOTORIST ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 7:56:27 PM,CG25025137,"7XXX  Hydram Ave S, COTTAGE GROVE",FRAUD/SCAM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 8:01:00 PM,CG25025138,"Unknown, COTTAGE GROVE",HARASSMENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/9/2025 9:06:35 PM,CG25025150,"7XXX  Jensen Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/10/2025 5:34:28 AM,CG25025208,"8XXX  Hamlet Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/10/2025 7:48:17 AM,CG25025210,"6XXX  Hinterland Trl S, COTTAGE GROVE",OFFICER INFORMATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/10/2025 8:05:47 AM,CG25025212,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",SHOPLIFTING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/10/2025 8:07:43 AM,CG25025213,"Unknown, COTTAGE GROVE",CIVIL MATTER/DISPUTE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/10/2025 9:38:03 AM,CG25025218,"12XXX  Ravine Pkwy S, COTTAGE GROVE",FRAUD/SCAM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/10/2025 10:35:31 AM,CG25025221,"12XXX  Ravine Pkwy S, COTTAGE GROVE",FRAUD/SCAM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/10/2025 10:56:53 AM,CG25025229,"8XXX  80th St S, COTTAGE GROVE",FIRE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/10/2025 11:24:00 AM,CG25025233,"HWY 61 NB JSO INNOVATION RD, COTTAGE GROVE",MOTORIST ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,7/10/2025 12:54:52 PM,CG25025238,"6XXX  Timber Ridge Trl S, COTTAGE GROVE",CIVIL MATTER/DISPUTE
