AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,4/2/2023 1:05:30 AM,BP23001970,"XXX 3rd st n , BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,4/2/2023 1:26:30 AM,BP23001971,"1XXX  Inspiration Pkwy S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,4/2/2023 1:52:27 AM,BP23001972,"3rd Ave S / 3rd St S, BAYPORT",NOISE COMPLAINT/DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,4/2/2023 7:25:47 PM,BP23001981,"XXX Central Ave, BAYPORT",LOST PERSON
BAYPORT POLICE DEPARTMENT,BAYPORT,4/2/2023 7:37:55 PM,BP23001982,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,4/3/2023 7:20:00 AM,BP23001984,"XXX PICKETT ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,4/3/2023 8:47:41 AM,BP23001987,"XXX 4th Ave N, BAYPORT",FIRE
BAYPORT POLICE DEPARTMENT,BAYPORT,4/3/2023 10:41:49 AM,BP23001988,"XXX 6th St S, BAYPORT",NOISE COMPLAINT/DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,4/3/2023 3:09:08 PM,BP23001990,"3rd Ave N / 3rd St N, BAYPORT",ARREST- CANCEL IPS
BAYPORT POLICE DEPARTMENT,BAYPORT,4/3/2023 6:32:12 PM,BP23001991,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,4/4/2023 12:57:57 AM,BP23001998,"XXX Block 5th Ave N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,4/4/2023 1:15:32 PM,BP23002004,"XXX Central Ave, BAYPORT",WARRANT ATTEMPT
BAYPORT POLICE DEPARTMENT,BAYPORT,4/4/2023 3:30:16 PM,BP23002007,"70XXX -973 MINNESOTA ST S, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,4/4/2023 3:50:35 PM,BP23002009,"10XXX -1098 5TH AVE N, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,4/4/2023 8:41:11 PM,BP23002016,"Hwy 95 / 2nd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,4/5/2023 5:29:49 AM,BP23002023,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,4/5/2023 8:20:38 AM,BP23002026,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,4/5/2023 11:48:43 AM,BP23002032,"40XXX -4259 STAGECOACH TRL N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,4/5/2023 2:41:42 PM,BP23002033,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,4/5/2023 3:20:00 PM,BP23002034,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,4/5/2023 3:57:52 PM,BP23002036,"3rd St N / 2nd Ave N, BAYPORT",DRIVING COMPLAINT
