AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,12/31/2023 5:55:36 PM,BP23006949,"XXX Minnesota St S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,1/1/2024 2:00:09 AM,BP24000006,"XXX MINNESOTA ST S, BAYPORT",ARREST - 4th Degree DWI
BAYPORT POLICE DEPARTMENT,BAYPORT,1/1/2024 5:09:13 PM,BP24000013,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/1/2024 7:18:56 PM,BP24000015,"50XXX -573 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/1/2024 7:37:19 PM,BP24000016,"40XXX -499 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/2/2024 3:22:49 PM,BP24000025,"3rd Ave N / Hwy 95, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/2/2024 8:18:46 PM,BP24000028,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/2/2024 8:44:56 PM,BP24000031,"8TH AVE N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/3/2024 5:59:16 PM,BP24000044,"XXX 3rd St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/4/2024 8:14:37 PM,BP24000063,"XXX 4th St N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/5/2024 3:13:18 AM,BP24000070,"85XXX -898 INSPIRATION PKWY S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,1/5/2024 8:23:46 AM,BP24000071,"Hwy 95 / 3rd Ave N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/5/2024 3:30:56 PM,BP24000072,"XXX 4th St N, BAYPORT",School Crossing
BAYPORT POLICE DEPARTMENT,BAYPORT,1/5/2024 9:37:48 PM,BP24000081,"74XXX -799 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/6/2024 8:49:54 PM,BP24000099,"30XXX -398 MINNESOTA ST S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,12/31/2023 10:27:19 PM,BP23006954,"21XXX -2198 SAINT CROIX TRL N, WEST LAKELAND TOWNSHIP",CITED - No valid MN DL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/31/2023 1:59:07 AM,CG23042951,"8XXX  Foothill Rd S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/31/2023 5:48:16 AM,CG23042954,"8XXX  Glenbrook Ave S, COTTAGE GROVE",CHILD CUSTODY
