AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,12/8/2024 2:49:15 AM,BP24006352,"XXX PICKETT ST N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/8/2024 10:05:18 AM,BP24006354,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/8/2024 10:43:17 AM,BP24006355,"1XXX  Inspiration Pkwy S, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,12/8/2024 11:39:20 PM,BP24006358,"Saint Croix Trl N / 10th Ave N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,12/9/2024 6:48:29 AM,BP24006359,"XXX 4TH AVE N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/9/2024 8:47:50 AM,BP24006362,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,12/9/2024 8:55:04 AM,BP24006364,"XXX 5th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,12/9/2024 12:09:05 PM,BP24006368,"20XXX -299 3RD ST N, BAYPORT",VW/Crosswalk Violation
BAYPORT POLICE DEPARTMENT,BAYPORT,12/9/2024 3:27:55 PM,BP24006369,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,12/9/2024 6:08:47 PM,BP24006371,"5th Ave N / 3rd St N, BAYPORT",DWI
BAYPORT POLICE DEPARTMENT,BAYPORT,12/10/2024 1:38:39 AM,BP24006375,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/10/2024 2:20:23 AM,BP24006376,"MINNESOTA ST S / 2ND AVE S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/10/2024 3:19:17 PM,BP24006383,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,12/11/2024 2:16:28 AM,BP24006392,"MINNESOTA ST S / 2ND AVE S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/11/2024 7:45:24 AM,BP24006395,"XXX Highway 95 N, BAYPORT",DRIVING COMPLAINT
