AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,10/30/2022 4:46:09 AM,BP22007431,"XXX 3rd St S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 7:14:09 AM,BP22007450,"Hwy 95 / 10th Ave N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 7:31:46 AM,BP22007452,"POINT RD / 10TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 8:20:14 AM,BP22007455,"XXX 4TH ST N, BAYPORT",School Crossing
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 8:49:36 AM,BP22007457,"MINNESOTA ST S / 3RD AVE S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 9:27:47 AM,BP22007459,"XXX 6TH ST S, BAYPORT",NEIGHBOR DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 9:44:09 AM,BP22007460,"XXX 3rd St N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 11:32:46 AM,BP22007461,"XXX 3rd St S, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 3:26:16 PM,BP22007462,"XXX 3RD ST N, BAYPORT",OTHER
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 4:39:47 PM,BP22007463,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 4:56:47 PM,BP22007464,"XXX Highway 95, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 6:46:18 PM,BP22007466,"20XXX -298 CENTRAL AVE, BAYPORT",TZD - FAIL TO SIGNAL/FAIL TO UPDATE DL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 8:05:54 PM,BP22007472,"20XXX -298 MINNESOTA ST S, BAYPORT",TZD - W/W FAILING MAINTAIN LANE
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 8:54:03 PM,BP22007473,"Minnesota St S / 4th Ave S, BAYPORT",VW/Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 9:19:23 PM,BP22007476,"80XXX -999 5TH AVE N, BAYPORT",TZD - CITE - EXPIRED REG/NO PROOF OF INS
BAYPORT POLICE DEPARTMENT,BAYPORT,10/31/2022 9:33:01 PM,BP22007477,"XXX 5th Ave N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
