AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,2/26/2023 3:51:01 AM,BP23001237,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,2/26/2023 1:05:26 PM,BP23001241,"Unknown, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/26/2023 4:27:24 PM,BP23001242,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,2/26/2023 5:37:39 PM,BP23001244,"XXX 3rd St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,2/26/2023 8:39:06 PM,BP23001247,"Highway 95 N & 10TH AVE N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,2/26/2023 9:25:46 PM,BP23001252,"2ND AVE S / 3RD ST S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,2/26/2023 10:35:29 PM,BP23001253,"50XXX -599 MINNESOTA ST S, BAYPORT",V/W - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,2/26/2023 10:42:05 PM,BP23001254,"5TH ST N / 1ST AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,2/26/2023 10:55:09 PM,BP23001255,"20XXX -298 2ND AVE N, BAYPORT",V/W - In Park After Hours
BAYPORT POLICE DEPARTMENT,BAYPORT,2/26/2023 10:58:06 PM,BP23001256,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,2/27/2023 3:03:58 PM,BP23001269,"XXX Minnesota St S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,2/27/2023 3:18:16 PM,BP23001270,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/27/2023 4:00:17 PM,BP23001271,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/1/2023 8:44:14 AM,BP23001300,"XXX 3RD ST N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,3/1/2023 11:30:38 AM,BP23001301,"XXX 5TH ST N, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,3/1/2023 6:23:03 PM,BP23001302,"XXX CENTRAL AVE, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/1/2023 9:24:50 PM,BP23001307,"92XXX -1098 PICKETT AVE N, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,3/2/2023 3:20:05 PM,BP23001312,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/2/2023 8:54:54 PM,BP23001315,"HWY 95 JSO OAKWOOD ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,3/2/2023 10:08:17 PM,BP23001319,"30XXX -329 5TH AVE N, BAYPORT",V/W TAIL LIGHT OUT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/2/2023 10:52:14 PM,BP23001321,"57XXX -599 3RD ST N, BAYPORT",V/W NO LIGHTS
BAYPORT POLICE DEPARTMENT,BAYPORT,3/2/2023 11:50:48 PM,BP23001322,"XXX 3rd St N, BAYPORT",OPEN DOOR/WINDOW
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2023 1:21:27 AM,BP23001323,"30XXX -399 MINNESOTA ST S, BAYPORT",W/W SPEED/HEAD LIGHT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2023 8:50:48 PM,BP23001334,"70XXX -741 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2023 11:45:30 PM,BP23001337,"10XXX -198 3RD ST N, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,3/3/2023 11:50:45 PM,BP23001338,"Minnesota St S / Osprey Blvd, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,3/4/2023 1:55:17 AM,BP23001340,"30XXX -398 3RD ST N, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,3/4/2023 2:32:28 AM,BP23001342,"30XXX -399 MINNESOTA ST S, BAYPORT",DWI
BAYPORT POLICE DEPARTMENT,BAYPORT,3/4/2023 10:59:05 AM,BP23001344,"Inspiration Pkwy / Primrose Path, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/4/2023 11:21:42 PM,BP23001348,"XXX Highway 95 N, BAYPORT",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 1:04:27 AM,CG23005484,"Hwy 61 Nb Jno Jamaica Ave S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 7:30:11 AM,CG23005507,"7XXX  61st St S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 7:42:51 AM,CG23005509,"12XXX  Ravine Pkwy S, COTTAGE GROVE",THEFT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 8:05:18 AM,CG23005511,"8XXX  Jasmine Ave S, COTTAGE GROVE",VEHICLE UNLOCK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 9:48:13 AM,CG23005517,"9XXX  East Point Douglas Rd S, COTTAGE GROVE",SHOPLIFTING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 12:05:53 PM,CG23005525,"7XXX  Hearthside Ave S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 1:41:14 PM,CG23005528,"8XXX  80TH ST S, COTTAGE GROVE",PARKING VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 1:45:49 PM,CG23005529,"8XXX  80TH ST S, COTTAGE GROVE",PARKING VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 3:44:55 PM,CG23005536,"70th St S / Idsen Ave S, COTTAGE GROVE",DEER TAG
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 3:51:39 PM,CG23005538,"9XXX  Jergen Pl S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 6:49:48 PM,CG23005551,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 7:43:08 PM,CG23005553,"7XXX  ASPEN CV S, COTTAGE GROVE",CIVIL MATTER/DISPUTE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/26/2023 10:03:39 PM,CG23005574,"7XXX  98th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/27/2023 1:46:29 AM,CG23005613,"6XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/27/2023 2:08:42 AM,CG23005617,"86XXX -8698 IDEAL AVE S, COTTAGE GROVE",PARKING VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/27/2023 2:15:03 AM,CG23005619,"84XXX -8558 GREYSTONE AVE S, COTTAGE GROVE",PARKING VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/27/2023 2:16:30 AM,CG23005620,"83XXX -8478 HENNA AVE S, COTTAGE GROVE",PARKING VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/27/2023 2:19:08 AM,CG23005621,"83XXX -8478 HENNA AVE S, COTTAGE GROVE",PARKING VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,2/27/2023 2:19:47 AM,CG23005624,"84XXX -8498 81ST ST S, COTTAGE GROVE",PARKING VIOLATION
