AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,10/9/2022 12:27:35 AM,BP22007022,"XX Point Rd, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/9/2022 2:54:33 AM,BP22007026,"XXX Pickett St N, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,10/9/2022 8:43:19 AM,BP22007027,"XXX 5th St N, BAYPORT",Person with a Gun
BAYPORT POLICE DEPARTMENT,BAYPORT,10/9/2022 12:42:46 PM,BP22007028,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/9/2022 2:12:08 PM,BP22007029,"XXX Minnesota St S, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/9/2022 10:16:03 PM,BP22007033,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/9/2022 10:37:37 PM,BP22007034,"20XXX -298 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,10/10/2022 12:19:10 AM,BP22007035,"XXX Maine St S, BAYPORT",LIFT ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/10/2022 7:45:10 AM,BP22007037,"XXX 3rd St N, BAYPORT",DRUGS
BAYPORT POLICE DEPARTMENT,BAYPORT,10/10/2022 8:40:35 AM,BP22007038,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/10/2022 9:21:41 AM,BP22007039,"XXX 3rd St N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,10/10/2022 1:34:20 PM,BP22007040,"XXX 4th St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/10/2022 2:13:05 PM,BP22007041,"Unknown, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,10/10/2022 3:20:32 PM,BP22007043,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,10/10/2022 6:05:39 PM,BP22007044,"XXX 4th St N, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/11/2022 7:49:09 AM,BP22007055,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/11/2022 8:36:15 AM,BP22007056,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,10/11/2022 11:30:57 AM,BP22007057,"XXX Pickett St N, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,10/11/2022 1:01:46 PM,BP22007060,"XXX 5th St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/11/2022 1:40:38 PM,BP22007061,"7th Ave N / 3rd St N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,10/11/2022 3:33:11 PM,BP22007063,"XXX 6th Ave N, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/11/2022 4:27:11 PM,BP22007066,"XXX 4th Ave N, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,10/11/2022 5:03:44 PM,BP22007067,"XXX 3RD AVE S, BAYPORT",LOST DOG
BAYPORT POLICE DEPARTMENT,BAYPORT,10/11/2022 6:39:54 PM,BP22007068,"XXX 3RD ST N, BAYPORT",FOUND PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,10/12/2022 2:47:36 PM,BP22007079,"XXX 5th Ave N, BAYPORT",NEIGHBOR DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,10/14/2022 7:34:01 AM,BP22007093,"XXX 4TH ST N, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,10/14/2022 8:46:52 AM,BP22007094,"XXX 2nd Ave N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/14/2022 11:40:02 AM,BP22007095,"Unknown, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,10/14/2022 11:52:46 AM,BP22007096,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/14/2022 12:07:02 PM,BP22007097,"XXX 5TH AVE N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,10/14/2022 12:33:53 PM,BP22007098,"50XXX -573 3RD ST N, BAYPORT",CITE - NO PROOF OF INS
BAYPORT POLICE DEPARTMENT,BAYPORT,10/14/2022 3:22:29 PM,BP22007102,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,10/14/2022 6:48:40 PM,BP22007104,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/14/2022 8:07:03 PM,BP22007108,"inpiration parkway S / inspiration pl, BAYPORT",DIRECTED PATROL
