AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2023 3:13:17 AM,BP23005053,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2023 9:05:25 AM,BP23005054,"XX Central Ave, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2023 12:17:58 PM,BP23005055,"XXX Inspiration Pl, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2023 10:46:30 PM,BP23005068,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/29/2023 8:30:49 AM,BP23005088,"XXX 3RD ST N, BAYPORT",W/W USE OF COMM DEVICE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/29/2023 8:52:19 AM,BP23005091,"Unknown, BAYPORT",OFFICER COMPLIMENT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/29/2023 5:44:49 PM,BP23005095,"XXX 5th St S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/29/2023 6:03:41 PM,BP23005096,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/30/2023 10:58:12 AM,BP23005109,"XXX 3rd st n, BAYPORT",VACATION CHECKS
BAYPORT POLICE DEPARTMENT,BAYPORT,8/30/2023 2:38:23 PM,BP23005112,"Unknown, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/30/2023 3:58:51 PM,BP23005113,"XXX 4th St N, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2023 2:55:23 AM,BP23005118,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2023 2:59:26 AM,BP23005119,"10XXX -198 2ND AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2023 6:54:21 AM,BP23005122,"5th Ave N / 8th St N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2023 2:32:10 PM,BP23005128,"5th Ave N / Maine St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2023 3:17:17 PM,BP23005129,"XXX 7th St N, BAYPORT",FAMILY ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2023 10:26:08 PM,BP23005135,"XX CENTRAL AVE, BAYPORT",Park close
BAYPORT POLICE DEPARTMENT,BAYPORT,9/1/2023 12:30:37 AM,BP23005137,"XXX 3RD ST N, BAYPORT",FOUND PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,9/1/2023 6:50:02 AM,BP23005139,"5th Ave N / 8th St N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/1/2023 2:19:54 PM,BP23005142,"XXX Maine st n, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,9/2/2023 11:36:40 PM,BP23005151,"Central Ave / State St N, BAYPORT",MOTORIST ASSIST
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,8/27/2023 10:21:16 PM,BP23005065,"15XXX -15398 40TH ST N, BAYTOWN TOWNSHIP",V/W - Failure to maintain single lane
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,9/1/2023 11:52:57 PM,BP23005148,"4XXX  Stagecoach Trl N, BAYTOWN TOWNSHIP",AOA/DWI
BAYPORT POLICE DEPARTMENT,STILLWATER,8/27/2023 12:02:02 AM,BP23005051,"1XXX  Myrtle St W, STILLWATER",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,8/28/2023 3:42:04 AM,BP23005070,"XXX Main St S, STILLWATER",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,8/30/2023 7:58:57 AM,BP23005106,"XXX MAIN ST N, STILLWATER",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,8/31/2023 9:57:15 PM,BP23005134,"2XXX  Washington Ave, STILLWATER",ASSIST OTHER AGENCY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 12:24:10 AM,CG23030209,"80TH ST S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 1:02:00 AM,CG23030211,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",BURGLARY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 6:56:06 AM,CG23030222,"8XXX  Granada Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 9:13:12 AM,CG23030227,"9XXX  East Point Douglas Rd S, COTTAGE GROVE",SHOPLIFTING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 10:35:32 AM,CG23030240,"7XXX  Irvin Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 11:01:31 AM,CG23030241,"6XXX  Inskip Ave S, COTTAGE GROVE",UNWANTED PERSON/VEHICLE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 1:06:35 PM,CG23030253,"6XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 2:18:58 PM,CG23030271,"72XXX -7050 80TH ST S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 3:19:03 PM,CG23030279,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 3:56:33 PM,CG23030283,"8XXX  IVYWOOD AVE S, COTTAGE GROVE",K9 ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 4:36:02 PM,CG23030284,"6XXX  Pine Crest Trl S, COTTAGE GROVE",CIVIL MATTER/DISPUTE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 8:21:17 PM,CG23030311,"8XXX  IMPERIAL AVE S, COTTAGE GROVE",ANIMAL COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 9:56:16 PM,CG23030314,"9XXX  65th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 11:18:13 PM,CG23030321,"8XXX  Hadley Ave S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/27/2023 11:27:41 PM,CG23030322,"6XXX  Pine Crest Trl S, COTTAGE GROVE",CIVIL MATTER/DISPUTE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 12:12:17 AM,CG23030324,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",SUSPICIOUS PERSON/ACTIVITY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 12:41:53 AM,CG23030326,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 6:06:46 AM,CG23030331,"8XXX  Hyde Ln S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 8:12:23 AM,CG23030333,"8XXX  Idsen Ave S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 12:34:55 PM,CG23030378,"8XXX  JEWEL AVE S, COTTAGE GROVE",PARKING VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 12:53:13 PM,CG23030379,"12XXX  Ravine Pkwy S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 1:26:56 PM,CG23030384,"12XXX  Ravine Pkwy S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 1:29:20 PM,CG23030385,"8XXX  Innsdale Ave S, COTTAGE GROVE",PROPERTY DAMAGE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 2:48:54 PM,CG23030388,"7XXX  Joplin Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 3:08:21 PM,CG23030391,"8XXX  Jeffery Ave S, COTTAGE GROVE",ANIMAL COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 3:45:42 PM,CG23030392,"7XXX  Ivystone Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 4:07:01 PM,CG23030395,"12XXX  Ravine Pkwy S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 4:11:45 PM,CG23030397,"9XXX  Jensen Ave S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 4:15:38 PM,CG23030398,"12XXX  Ravine Pkwy S, COTTAGE GROVE",LOST PROPERTY/ITEM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 4:24:36 PM,CG23030400,"6XXX  85th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 4:25:03 PM,CG23030399,"12XXX  RAVINE PKWY S, COTTAGE GROVE",RIDE ALONG
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 4:30:01 PM,CG23030401,"90XXX -9099 JENSEN AVE S, COTTAGE GROVE",PARKING VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 4:38:32 PM,CG23030403,"9XXX  JENSEN AVE S, COTTAGE GROVE",PARKING VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 5:05:28 PM,CG23030406,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 5:27:45 PM,CG23030416,"6XXX  80th St S, COTTAGE GROVE",SUSPICIOUS PERSON/ACTIVITY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 6:15:57 PM,CG23030420,"92XXX -9398 EAST POINT DOUGLAS RD S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 7:16:10 PM,CG23030422,"7XXX  Hearthside Ave S, COTTAGE GROVE",DRUGS
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 7:36:40 PM,CG23030426,"7XXX  80th St S, COTTAGE GROVE",ASSAULT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 7:57:57 PM,CG23030427,"10XXX  Hadley Ave S, COTTAGE GROVE",SUSPICIOUS PERSON/ACTIVITY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 7:58:28 PM,CG23030428,"7XXX  96th St S, COTTAGE GROVE",HARASSMENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 8:55:41 PM,CG23030433,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 10:22:00 PM,CG23030435,"9XXX  Jamaica Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/28/2023 11:45:00 PM,CG23030458,"7XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 6:50:00 AM,CG23030477,"95th St S / Jamaica Ave S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 8:15:22 AM,CG23030481,"Unknown, COTTAGE GROVE",HARASSMENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 8:52:41 AM,CG23030484,"Unknown, COTTAGE GROVE",LOST PROPERTY/ITEM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 9:54:29 AM,CG23030488,"Unknown, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 10:04:34 AM,CG23030489,"6XXX  Pine Arbor Dr S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 11:39:06 AM,CG23030499,"80th St S / Highway 61, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 12:32:01 PM,CG23030502,"6XXX  80th St S, COTTAGE GROVE",FOUND PROPERTY/ITEM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 1:11:13 PM,CG23030508,"8XXX  Hemingway Ave S, COTTAGE GROVE",INCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 1:30:45 PM,CG23030513,"80TH ST S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 2:16:49 PM,CG23030518,"9XXX  East Point Douglas Rd S, COTTAGE GROVE",TRESPASSING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 2:20:33 PM,CG23030519,"9XXX  Hale Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 2:50:12 PM,CG23030521,"6XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 3:10:03 PM,CG23030525,"7XXX  Hardwood Ave S, COTTAGE GROVE",PURSUIT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 3:38:20 PM,CG23030530,"9XXX  74th St S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/29/2023 4:18:40 PM,CG23030533,"12XXX  Ravine Pkwy S, COTTAGE GROVE",FINGERPRINTING
