AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,11/27/2022 2:49:38 AM,BP22008121,"50XXX -574 3RD ST N, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,11/27/2022 7:46:54 AM,BP22008128,"XXX PRIMROSE PATH, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/27/2022 8:30:02 AM,BP22008129,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,11/27/2022 10:11:03 AM,BP22008131,"XXX 3rd St N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,11/27/2022 10:42:27 AM,BP22008132,"Hwy 95 / 1st Ave N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/27/2022 11:50:44 AM,BP22008133,"XXX 1st Ave N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,11/27/2022 11:52:41 AM,BP22008134,"XXX 1st Ave N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,11/27/2022 9:08:46 PM,BP22008135,"30XXX -329 5TH AVE N, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,11/27/2022 11:44:25 PM,BP22008139,"XXX Minnesota St S, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/28/2022 4:56:12 AM,BP22008142,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/28/2022 12:34:17 PM,BP22008144,"XXX 4th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/28/2022 2:21:18 PM,BP22008145,"XXX STATE ST S, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,11/28/2022 8:29:39 PM,BP22008153,"MINNESOTA ST S / 2ND AVE S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/28/2022 11:04:21 PM,BP22008156,"XXX 4th St S, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/29/2022 2:04:24 AM,BP22008157,"XXX 4TH ST S, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/29/2022 2:09:07 AM,BP22008158,"XXX 4TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/29/2022 5:55:54 AM,BP22008160,"INSPIRATION PKWY S / STAGECOACH TRL N, BAYPORT",PUBLIC WORKS CONCERN
BAYPORT POLICE DEPARTMENT,BAYPORT,11/29/2022 6:02:36 AM,BP22008161,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,11/29/2022 10:56:13 AM,BP22008164,"XXX 3RD ST N, BAYPORT",TRESPASSING
BAYPORT POLICE DEPARTMENT,BAYPORT,11/29/2022 2:32:14 PM,BP22008165,"XXX 4TH ST N, BAYPORT",School Crossing
BAYPORT POLICE DEPARTMENT,BAYPORT,11/29/2022 2:32:31 PM,BP22008167,"XXX Minnesota St S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,11/29/2022 2:42:45 PM,BP22008166,"XXX 4TH AVE N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,11/29/2022 3:03:55 PM,BP22008168,"XXX 4th Ave N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/29/2022 3:34:26 PM,BP22008171,"XXX 1ST AVE N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,11/29/2022 4:43:37 PM,BP22008172,"4th Ave N / 2nd St N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/29/2022 5:33:05 PM,BP22008173,"XXX Minnesota St S, BAYPORT",CITIZEN/PUBLIC ASSIST
