AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,9/11/2022 12:30:04 AM,BP22006308,"60XXX -620 MINNESOTA ST S, BAYPORT",V/W - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,9/11/2022 1:23:18 AM,BP22006310,"20XXX -298 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,9/11/2022 12:17:52 PM,BP22006311,"XXX 6th St S, BAYPORT",NOISE COMPLAINT/DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,9/11/2022 4:14:30 PM,BP22006313,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,9/11/2022 4:29:29 PM,BP22006314,"50XXX -598 MINNESOTA ST S, BAYPORT",V/W - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,9/11/2022 4:40:37 PM,BP22006316,"INSPIRATION PKWY S & PRIMROSE PATH, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/11/2022 5:27:59 PM,BP22006320,"XXX Minnesota St S, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/11/2022 8:52:20 PM,BP22006323,"XXX 1st Ave N, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,9/11/2022 8:53:43 PM,BP22006322,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/11/2022 9:35:35 PM,BP22006326,"3RD ST N / 4TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/11/2022 10:13:23 PM,BP22006328,"1XXX  INSPIRATION PKWY N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/11/2022 11:02:32 PM,BP22006330,"XXX 4TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/12/2022 8:34:38 AM,BP22006336,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
