AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2025 2:05:01 AM,BP25001825,"70XXX -750 Highway 95 N, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2025 2:48:52 AM,BP25001826,"3rd St N / 4th Ave N, BAYPORT",TRAFFIC COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2025 5:20:51 AM,BP25001827,"XXX Hwy 95, BAYPORT",TRESPASSING
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2025 1:37:55 PM,BP25001829,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2025 2:25:03 PM,BP25001831,"XXX 8TH ST N, BAYPORT",Coop inspection
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2025 2:38:27 PM,BP25001832,"XXX 5TH ST N, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2025 11:24:51 PM,BP25001834,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,5/5/2025 12:39:39 AM,BP25001836,"XXX MINNESOTA ST S, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,5/5/2025 3:16:07 AM,BP25001839,"XXX MINNESOTA ST S, BAYPORT",OPEN DOOR/WINDOW
BAYPORT POLICE DEPARTMENT,BAYPORT,5/5/2025 3:56:23 AM,BP25001840,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/5/2025 8:33:03 AM,BP25001843,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,5/5/2025 11:32:37 AM,BP25001844,"10XXX -199 5TH AVE N, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,5/5/2025 11:37:20 AM,BP25001845,"10XXX -198 5TH AVE N, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,5/5/2025 1:43:45 PM,BP25001846,"50XXX -574 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/5/2025 1:43:49 PM,BP25001847,"60XXX -898 6TH ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/5/2025 1:56:31 PM,BP25001848,"92XXX -1099 PICKETT AVE N, BAYPORT",TRAFFIC STOP
