AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,1/1/2023 12:13:59 AM,BP23000002,"1XXX  INSPIRATION PKWY N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/1/2023 4:52:41 AM,BP23000005,"60XXX -619 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/1/2023 11:56:28 AM,BP23000006,"XXX 9th St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/1/2023 3:47:58 PM,BP23000007,"XXX 5th Ave N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/2/2023 12:42:39 AM,BP23000011,"XXX 2ND ST N, BAYPORT",Park close
BAYPORT POLICE DEPARTMENT,BAYPORT,1/2/2023 1:03:24 AM,BP23000013,"1XXX  INSPIRATION PKWY N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/2/2023 1:27:44 PM,BP23000019,"65XXX -699 3RD ST N, BAYPORT",W/W EXPIRED REG
BAYPORT POLICE DEPARTMENT,BAYPORT,1/2/2023 7:20:08 PM,BP23000021,"XXX 3RD ST N, BAYPORT",FOUND PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,1/2/2023 11:14:12 PM,BP23000026,"XXX Primrose Path, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/2/2023 11:49:46 PM,BP23000028,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/3/2023 2:05:59 AM,BP23000031,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/3/2023 5:27:09 PM,BP23000046,"2ND AVE S / 3RD ST S, BAYPORT",MOTORIST ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/3/2023 5:41:19 PM,BP23000047,"10XXX -198 2ND AVE S, BAYPORT",V/W STOP SIGN VIOL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/3/2023 6:50:30 PM,BP23000052,"5th Ave N / 6th St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/3/2023 10:06:11 PM,BP23000057,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
