AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,8/6/2023 2:47:23 PM,BP23004659,"90XXX -946 INSPIRATION PKWY S, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/6/2023 4:06:49 PM,BP23004662,"MINNESOTA ST S / 4TH AVE S, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,8/6/2023 4:57:30 PM,BP23004663,"XXX 7th St S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/7/2023 9:54:34 AM,BP23004670,"XXX 5th St N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,8/7/2023 10:36:46 AM,BP23004671,"Hazelwood Cemetery, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,8/7/2023 9:31:11 PM,BP23004676,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,8/7/2023 9:42:12 PM,BP23004677,"XXX Pickett St N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,8/7/2023 10:37:25 PM,BP23004681,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/7/2023 10:58:09 PM,BP23004683,"XX CENTRAL AVE, BAYPORT",Honor Box Payments
BAYPORT POLICE DEPARTMENT,BAYPORT,8/7/2023 11:37:07 PM,BP23004684,"XXX 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/8/2023 5:02:25 PM,BP23004688,"XXX PRIMROSE PATH, BAYPORT",COMMUNITY ENGAGEMENT - K9 PRESENTATION
BAYPORT POLICE DEPARTMENT,BAYPORT,8/8/2023 11:06:27 PM,BP23004696,"60XXX -898 6TH ST N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,8/8/2023 11:25:01 PM,BP23004699,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/8/2023 11:48:32 PM,BP23004700,"XXX 3rd st n, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,8/9/2023 2:03:37 AM,BP23004701,"XXX Mariner Drive Ct, BAYPORT",DWI
BAYPORT POLICE DEPARTMENT,BAYPORT,8/9/2023 12:10:41 PM,BP23004703,"XXX 1ST AVE N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/9/2023 12:21:18 PM,BP23004704,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/9/2023 12:29:05 PM,BP23004705,"XXX 4TH ST S, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/9/2023 2:37:45 PM,BP23004708,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/9/2023 4:54:28 PM,BP23004711,"XXX 3RD ST S, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,8/9/2023 5:02:05 PM,BP23004712,"XXX 3RD ST S, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,8/9/2023 5:50:38 PM,BP23004713,"XXX Blk Minnesota St S, BAYPORT",ABANDONED VEHICLE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/9/2023 6:07:38 PM,BP23004714,"XXX 3rd St S, BAYPORT",DRUGS
BAYPORT POLICE DEPARTMENT,BAYPORT,8/9/2023 9:00:31 PM,BP23004721,"3rd St N / 7th Ave N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/10/2023 9:34:49 PM,BP23004731,"XX CENTRAL AVE, BAYPORT",Park close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/10/2023 11:13:59 PM,BP23004732,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2023 2:39:12 PM,BP23004737,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2023 2:56:51 PM,BP23004738,"Unknown, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2023 4:54:28 PM,BP23004740,"XXX 3rd st n, BAYPORT",IDENTITY THEFT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2023 6:11:19 PM,BP23004741,"XXX 3rd St N, BAYPORT",FOUND PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2023 8:32:37 PM,BP23004747,"INSPIRATION PARKWAY S / INSPIRATION PL, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2023 8:57:02 PM,BP23004748,"70XXX -972 MINNESOTA ST S, BAYPORT",CITED - Driving After Revocation
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2023 9:42:19 PM,BP23004750,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/12/2023 1:23:10 AM,BP23004756,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/12/2023 1:49:42 AM,BP23004758,"20XXX -298 MINNESOTA ST S, BAYPORT",V/W - Failure to maintain single lane
BAYPORT POLICE DEPARTMENT,BAYPORT,8/12/2023 2:20:47 AM,BP23004760,"XXX 4th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/12/2023 2:21:38 AM,BP23004759,"XXX Block 5th Ave N, BAYPORT",Business Checks
BAYPORT POLICE DEPARTMENT,BAYPORT,8/12/2023 11:58:57 AM,BP23004762,"10th Ave N / Point Rd, BAYPORT",TRAIN COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/12/2023 9:21:06 PM,BP23004764,"XXX 6th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/12/2023 10:18:39 PM,BP23004768,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/12/2023 11:36:36 PM,BP23004772,"Minnesota St S / 3rd St S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,8/12/2023 11:45:00 PM,BP23004773,"90XXX -999 Highway 95 N, BAYPORT","V/W - Failure to maintain single lane, Juvenile MJ/vape possession"
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,8/12/2023 12:22:29 AM,BP23004755,"Stagecoach Trl N / 30th St N, BAYTOWN TOWNSHIP",V/W FAIL TO MAINTAIN LANE
BAYPORT POLICE DEPARTMENT,LAKELAND,8/7/2023 3:19:07 PM,BP23004674,"Saint Croix Trl N Nb At I94, LAKELAND",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,LAKELAND,8/7/2023 4:48:23 PM,BP23004675,"8th St N / Saint Croix Trl N, LAKELAND",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,LAKELAND,8/11/2023 9:00:07 PM,BP23004749,"I94 Bridge (hudson): I94 Wb - Mn, LAKELAND",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,8/6/2023 7:23:03 PM,BP23004664,"XXX Main St N, STILLWATER",ASSIST OTHER AGENCY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/6/2023 11:40:28 AM,CG23027688,"87XXX -9194 EAST POINT DOUGLAS RD S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/6/2023 12:44:11 PM,CG23027690,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/6/2023 1:58:35 PM,CG23027703,"7XXX  Hemingway Ave S, COTTAGE GROVE",CIVIL MATTER/DISPUTE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/6/2023 3:16:35 PM,CG23027710,"7XXX  80th St S, COTTAGE GROVE",HARASSMENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/6/2023 4:07:33 PM,CG23027713,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",VEHICLE UNLOCK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/6/2023 11:55:07 PM,CG23027778,"80th St S / Hyde Ave S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/7/2023 4:34:53 AM,CG23027785,"Hwy 61 Sb Jno 80th St S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/7/2023 7:45:46 AM,CG23027792,"7XXX  61st St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/7/2023 8:06:45 AM,CG23027794,"12XXX  Ravine Pkwy S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/7/2023 9:57:48 AM,CG23027829,"12XXX  Ravine Pkwy S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/7/2023 10:05:57 AM,CG23027831,"7XXX  Irish Ave S, COTTAGE GROVE",SUSPICIOUS PERSON/ACTIVITY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/7/2023 10:16:53 AM,CG23027832,"12XXX  Ravine Pkwy S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/7/2023 10:27:52 AM,CG23027833,"12XXX  Ravine Pkwy S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/7/2023 10:59:52 AM,CG23027835,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",CIVIL MATTER/DISPUTE
