AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,2/9/2025 1:06:32 AM,BP25000580,"PLANTERS PATH, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,2/9/2025 2:17:58 AM,BP25000585,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,2/9/2025 2:53:06 AM,BP25000586,"70XXX -798 ARGUS SQ, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,2/9/2025 9:51:55 AM,BP25000587,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,2/9/2025 2:54:24 PM,BP25000588,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/9/2025 4:14:29 PM,BP25000589,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,2/9/2025 10:36:40 PM,BP25000591,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,2/10/2025 7:21:47 AM,BP25000595,"XXX Central Ave, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,2/10/2025 8:34:06 AM,BP25000597,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/10/2025 11:38:47 AM,BP25000602,"XXX 3rd St S, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,2/10/2025 12:25:28 PM,BP25000603,"XXX PERIWINKLE PL, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,2/11/2025 5:46:09 AM,BP25000616,"XXX Maine St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,2/11/2025 8:33:18 AM,BP25000617,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/11/2025 10:13:11 AM,BP25000620,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,2/11/2025 10:46:01 AM,BP25000621,"XXX 3rd st n , BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,2/11/2025 7:36:54 PM,BP25000623,"30XXX -373 1ST AVE N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/11/2025 8:35:17 PM,BP25000625,"50XXX -574 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/11/2025 10:39:04 PM,BP25000628,"XXX 2ND ST N, BAYPORT",CLOSED PARK
BAYPORT POLICE DEPARTMENT,BAYPORT,2/12/2025 1:11:07 AM,BP25000629,"XXX 3rd St S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,2/12/2025 7:06:06 PM,BP25000639,"XXX 5th Ave N, BAYPORT",LOST PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,2/13/2025 3:10:37 PM,BP25000645,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/13/2025 4:40:34 PM,BP25000646,"XXX 1st Ave S, BAYPORT",FAMILY ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/13/2025 5:47:18 PM,BP25000647,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/13/2025 9:12:03 PM,BP25000649,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/14/2025 8:43:59 AM,BP25000651,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/14/2025 3:23:33 PM,BP25000657,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/15/2025 1:07:13 PM,BP25000679,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,LAKE SAINT CROIX BEACH,2/15/2025 10:55:31 PM,BP25000689,"16XXX  17th St S, LAKE SAINT CROIX BEACH",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,2/9/2025 7:10:08 PM,BP25000590,"14XXX  Upper 56th St N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,2/10/2025 8:37:01 AM,BP25000598,"5XXX  Nova Scotia Ave N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
