AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2025 2:41:04 AM,BP25003601,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2025 10:00:10 AM,BP25003605,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2025 11:00:12 AM,BP25003606,"XXX 2nd Ave N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2025 2:00:11 PM,BP25003608,"XXX 3rd St S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2025 5:03:42 PM,BP25003611,"XX Central Ave, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2025 9:24:03 PM,BP25003616,"XX CENTRAL AVE, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2025 9:44:14 PM,BP25003617,"XX CENTRAL AVE, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,8/31/2025 10:02:06 PM,BP25003618,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/1/2025 2:49:15 AM,BP25003624,"XXX 5th St S, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/1/2025 12:13:46 PM,BP25003626,"XXX 3rd St N, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,9/1/2025 12:54:46 PM,BP25003627,"XXX Pickett St, BAYPORT",HRO VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,9/1/2025 8:23:02 PM,BP25003629,"XX CENTRAL AVE, BAYPORT",Park close
BAYPORT POLICE DEPARTMENT,BAYPORT,9/2/2025 3:47:22 PM,BP25003636,"XXX 6th St S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,9/2/2025 7:49:20 PM,BP25003639,"HWY 95 JNO 8TH AVE N, BAYPORT",MOTORIST ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/2/2025 8:18:43 PM,BP25003640,"XXX 3RD ST S, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,9/2/2025 9:00:37 PM,BP25003641,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/3/2025 7:37:10 AM,BP25003643,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/3/2025 10:23:55 AM,BP25003648,"XXX - 399 7TH AVE N, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,9/3/2025 7:47:18 PM,BP25003650,"XXX 3RD ST S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/3/2025 9:09:24 PM,BP25003651,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/4/2025 7:21:20 AM,BP25003657,"XXX Maine St N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,9/4/2025 7:46:12 AM,BP25003658,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/4/2025 9:10:48 AM,BP25003661,"XXX PICKETT ST N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/4/2025 2:21:12 PM,BP25003662,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,9/4/2025 2:58:21 PM,BP25003663,"5TH AVE N / 9TH ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,9/5/2025 4:01:28 AM,BP25003668,"XXX Primrose Path N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,9/5/2025 2:13:29 PM,BP25003673,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/6/2025 4:13:26 AM,BP25003677,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,9/6/2025 9:22:19 PM,BP25003681,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/6/2025 9:24:25 PM,BP25003682,"CENTRAL AVE, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,9/6/2025 9:35:19 PM,BP25003683,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,9/5/2025 11:27:00 PM,BP25003676,"14XXX  - 14998 47TH ST N, BAYTOWN TOWNSHIP",DWI
BAYPORT POLICE DEPARTMENT,FOREST LAKE,9/1/2025 7:04:00 PM,BP25003630,"21XXX  Heath Avenue Ct N, FOREST LAKE",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,LAKE SAINT CROIX BEACH,8/31/2025 11:04:54 PM,BP25003620,"1XXX  Queens Ave S, LAKE SAINT CROIX BEACH",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,LAKELAND,8/31/2025 7:28:10 PM,BP25003615,"Hwy 95 Nb Jno I94, LAKELAND",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,LAKELAND,9/5/2025 10:22:00 PM,BP25003674,"Saint Croix Trl N / I94, LAKELAND",ASSIST OTHER AGENCY
