AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,1/7/2024 2:41:25 PM,BP24000115,"3rd St N / 3rd Ave N, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,1/7/2024 8:20:29 PM,BP24000121,"50XXX -574 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2024 10:07:53 AM,BP24000138,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2024 4:29:16 PM,BP24000141,"XXX 4th Ave N, BAYPORT",FIRE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2024 10:43:37 PM,BP24000148,"XX CENTRAL AVE, BAYPORT",Honor Box Payments
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2024 12:34:31 AM,BP24000149,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2024 3:00:38 PM,BP24000158,"XXX 3RD ST S, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2024 4:04:09 PM,BP24000161,"XXX 6th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2024 4:11:24 PM,BP24000162,"XXX Primrose Path, BAYPORT",MISSING PERSON
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2024 7:48:47 PM,BP24000164,"XXX INSPIRATION PKWY N, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2024 8:15:25 PM,BP24000166,"XXX inspiration parkway n, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/10/2024 2:33:29 AM,BP24000172,"60XXX -899 6TH ST N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,1/10/2024 4:33:07 AM,BP24000173,"XXX MAINE ST N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/10/2024 7:25:15 AM,BP24000176,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/10/2024 3:13:14 PM,BP24000179,"XXX 2nd Ave N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/10/2024 11:59:27 PM,BP24000192,"XXX 6th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/11/2024 11:18:04 PM,BP24000206,"Minnesota St S / 5th Ave S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2024 2:24:35 AM,BP24000209,"XXX 3RD ST N, BAYPORT",GAS DRIVE OFF
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2024 6:15:44 PM,BP24000221,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2024 5:07:32 AM,BP24000228,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2024 1:52:23 PM,BP24000244,"XXX Primrose Path N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2024 11:21:36 PM,BP24000251,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,1/7/2024 10:43:14 PM,BP24000130,"Stagecoach Trail / 40th St N, BAYTOWN TOWNSHIP",ROAD HAZARD
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/7/2024 1:18:05 AM,CG24000708,"9XXX  Jeffery Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/7/2024 2:52:54 AM,CG24000717,"6XXX  Pine Arbor Dr S, COTTAGE GROVE",UNWANTED PERSON/VEHICLE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/7/2024 3:28:56 AM,CG24000718,"7XXX  79th St S, COTTAGE GROVE",DISTURBANCE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/7/2024 7:49:56 AM,CG24000722,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/7/2024 8:12:45 AM,CG24000726,"6XXX  Ideal Ave S, COTTAGE GROVE",SUSPICIOUS PERSON/ACTIVITY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/7/2024 8:58:12 AM,CG24000729,"9XXX  73rd St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/7/2024 9:10:07 AM,CG24000731,"9XXX  East Point Douglas Rd S, COTTAGE GROVE",TRESPASSING
