AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,AFTON,7/9/2023 5:06:50 PM,BP23004079,"Hwy 95 Nb Jso I94, AFTON",AOA/DOMESTIC
BAYPORT POLICE DEPARTMENT,BAYPORT,7/9/2023 1:51:21 AM,BP23004068,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2023 8:36:26 AM,BP23004089,"Hwy 95 Jso Oakwood St S, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2023 8:46:14 AM,BP23004090,"XXX minnesota st s, BAYPORT",NEIGHBOR DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2023 10:19:30 AM,BP23004091,"Unknown, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2023 11:16:54 AM,BP23004092,"XXX 3rd st n, BAYPORT",BOAT ENVELOPES
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2023 12:03:17 PM,BP23004093,"Unknown, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2023 12:45:15 PM,BP23004094,"3rd St N / 3rd Ave N, BAYPORT",W/W PASS ON RIGHT
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2023 2:11:14 PM,BP23004096,"3RD ST N / 4TH AVE N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2023 5:33:59 PM,BP23004099,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2023 9:22:01 PM,BP23004105,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,7/10/2023 9:26:56 PM,BP23004106,"XXX MINNESOTA ST S, BAYPORT",V/W - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,7/11/2023 9:25:33 AM,BP23004114,"XXX Prairie Way S, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,7/11/2023 2:45:21 PM,BP23004118,"XXX MINNESOTA ST S, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,7/11/2023 3:11:45 PM,BP23004120,"5TH AVE N / STAGECOACH TRL N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,7/11/2023 4:42:22 PM,BP23004121,"XXX 3rd St N, BAYPORT",DRUNK/INTOXICATED 
BAYPORT POLICE DEPARTMENT,BAYPORT,7/11/2023 6:45:38 PM,BP23004122,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,7/11/2023 10:56:18 PM,BP23004124,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,7/11/2023 11:03:11 PM,BP23004125,"28XXX -293 LAKE ST S, BAYPORT",V/W - In park after hours
BAYPORT POLICE DEPARTMENT,BAYPORT,7/12/2023 2:06:00 AM,BP23004128,"30XXX -399 3RD ST N, BAYPORT",V/W - Failure to maintain single lane
BAYPORT POLICE DEPARTMENT,BAYPORT,7/12/2023 8:14:43 AM,BP23004134,"XXX 3rd st n, BAYPORT",Records Check
BAYPORT POLICE DEPARTMENT,BAYPORT,7/12/2023 11:28:28 AM,BP23004139,"40XXX -499 4TH ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,7/12/2023 1:07:34 PM,BP23004141,"XXX Lake St S, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,7/12/2023 1:42:38 PM,BP23004142,"XXX Minnesota St S, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,7/12/2023 2:29:44 PM,BP23004144,"Andersen Windows HR, BAYPORT",Interview
BAYPORT POLICE DEPARTMENT,BAYPORT,7/12/2023 3:05:22 PM,BP23004147,"XXX 3RD ST N, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,7/12/2023 5:52:16 PM,BP23004150,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,7/12/2023 6:01:30 PM,BP23004151,"XXX PRAIRIE WAY S, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,7/13/2023 10:09:35 AM,BP23004166,"XXX Highway 95 N, BAYPORT",LIFT ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/13/2023 4:11:43 PM,BP23004170,"1XXX  Inspiration Pkwy N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,7/13/2023 7:18:21 PM,BP23004172,"XXX Highway 95 N, BAYPORT",LIFT ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/13/2023 8:08:08 PM,BP23004173,"XXX 1st ave n, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2023 7:26:41 AM,BP23004185,"Stagecoach Trl N / Inspiration Pkwy, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2023 10:20:36 AM,BP23004188,"40XXX -499 MINNESOTA ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2023 5:42:21 PM,BP23004193,"30XXX -399 MINNESOTA ST S, BAYPORT",W/W STOP SIGN VIOL
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2023 7:02:39 PM,BP23004194,"XXX PICKETT ST N, BAYPORT",ASSAULT
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2023 7:06:48 PM,BP23004195,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2023 7:15:53 PM,BP23004196,"XXX 4TH ST S, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2023 9:58:13 PM,BP23004198,"50XXX -599 MINNESOTA ST S, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,7/15/2023 12:52:11 AM,BP23004204,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,7/15/2023 1:13:02 AM,BP23004205,"Minnesota St S / 4th Ave S, BAYPORT",CITED - Speed 54/40 reduced from 60/40
BAYPORT POLICE DEPARTMENT,BAYPORT,7/15/2023 1:52:09 AM,BP23004206,"Unknown, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,7/15/2023 9:52:16 AM,BP23004207,"Unknown, BAYPORT",ASSIST OTHER AGENCY
