AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,9/18/2022 3:00:04 AM,BP22006492,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/18/2022 10:04:09 AM,BP22006503,"70XXX -972 MINNESOTA ST S, BAYPORT",V/W FAILING TO MAINTAIN LANE
BAYPORT POLICE DEPARTMENT,BAYPORT,9/18/2022 10:41:37 AM,BP22006504,"3rd St N / 7th Ave N, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,9/18/2022 11:35:57 AM,BP22006505,"XXX Mariner Dr, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/18/2022 11:53:49 AM,BP22006506,"1XXX  Inspiration Pkwy N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,9/18/2022 3:22:03 PM,BP22006508,"50XXX -598 MINNESOTA ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,9/18/2022 3:28:57 PM,BP22006509,"40XXX -499 MINNESOTA ST S, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,9/18/2022 8:49:49 PM,BP22006510,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/19/2022 3:12:14 AM,BP22006522,"XXX 6th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/19/2022 8:58:24 AM,BP22006523,"3RD ST S / 1ST AVE S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/19/2022 11:43:25 AM,BP22006524,"XXX 3RD ST N, BAYPORT",FOUND PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,9/19/2022 8:53:32 PM,BP22006530,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,9/20/2022 1:13:29 AM,BP22006534,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,9/20/2022 1:44:17 AM,BP22006537,"XXX Block 5th Ave N, BAYPORT",Business Checks
BAYPORT POLICE DEPARTMENT,BAYPORT,9/20/2022 3:12:20 AM,BP22006538,"POINT RD / 10TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/20/2022 6:14:20 AM,BP22006542,"XX / CENTRAL AVE, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/20/2022 8:13:24 AM,BP22006543,"3RD ST N / 3RD AVE N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/20/2022 2:52:19 PM,BP22006544,"XXX 3RD ST S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/20/2022 5:47:44 PM,BP22006545,"XXX Mariner Drive Ct, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,9/20/2022 10:54:50 PM,BP22006550,"40XXX -499 MINNESOTA ST S, BAYPORT",V/W - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,9/20/2022 11:02:05 PM,BP22006551,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,9/20/2022 11:05:42 PM,BP22006552,"Minnesota St S / 4th Ave S, BAYPORT",WARRANT ARREST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/21/2022 3:07:58 AM,BP22006554,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,9/21/2022 3:18:30 AM,BP22006555,"XXX MARINER DRIVE CT, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/21/2022 7:22:45 AM,BP22006558,"LAKESIDE DR S, BAYPORT",DIRECTED PATROL
