AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2024 4:00:00 AM,BP24004595,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2024 11:04:00 AM,BP24004599,"1st Ave S / 5th St S, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2024 12:24:00 PM,BP24004600,"XXX 5th Ave S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2024 12:41:00 PM,BP24004601,"XXX Inspiration Pkwy N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2024 3:45:00 PM,BP24004604,"3RD ST N / 2ND AVE N, BAYPORT",Verbal Warning - Crosswalk Violation
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2024 9:01:00 PM,BP24004610,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2024 9:43:00 PM,BP24004611,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 1:34:00 AM,BP24004612,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 11:34:00 AM,BP24004613,"60XXX -620 MINNESOTA ST S, BAYPORT",W/W EXPIRED REG/SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 11:42:00 AM,BP24004614,"40XXX -498 MINNESOTA ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 11:53:00 AM,BP24004615,"50XXX -598 MINNESOTA ST S, BAYPORT",W/W USE OF COMM DEV
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 12:15:00 PM,BP24004617,"5th Ave N / 3rd St N, BAYPORT",W/W SPEED (COMM VEHICLE INSP)
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 12:46:00 PM,BP24004618,"50XXX -598 MINNESOTA ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 12:56:00 PM,BP24004619,"50XXX -573 3RD ST N, BAYPORT",W/W SPEED/FAIL TO MAINTAIN LANE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 1:11:00 PM,BP24004620,"Minnesota St S / Osprey Blvd, BAYPORT",CITE - SPEED 73/55
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 2:06:00 PM,BP24004621,"Minnesota St S / 5th Ave S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 2:32:00 PM,BP24004622,"SAINT CROIX TRL N / POINT RD, BAYPORT",W/W STOP SIGN VIOL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 2:46:00 PM,BP24004623,"Minnesota St S / 1st Ave S, BAYPORT",W/W PASS ON RIGHT X2
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 7:47:31 PM,BP24004626,"XXX 2nd St N, BAYPORT",FIRE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 7:47:58 PM,BP24004625,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2024 9:13:19 PM,BP24004629,"XX POINT RD, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2024 12:41:10 AM,BP24004632,"XXX 4th St N, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2024 1:38:04 AM,BP24004633,"XXX 2nd St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2024 3:03:29 AM,BP24004635,"XXX 4th Ave N, BAYPORT",FIRE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2024 5:44:57 AM,BP24004636,"XXX 4th St N, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2024 6:06:41 AM,BP24004638,"3rd St N / 3rd Ave N, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2024 8:21:00 AM,BP24004639,"XXX 2nd Ave S, BAYPORT",Smoke Seen
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2024 8:58:00 AM,BP24004640,"Holiday, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2024 2:22:28 PM,BP24004642,"XXX 3rd St N, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,8/27/2024 8:20:58 PM,BP24004644,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
