AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,11/13/2022 2:05:43 AM,BP22007758,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/13/2022 4:34:07 AM,BP22007760,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/13/2022 9:33:37 AM,BP22007765,"PRIMROSE PATH, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/13/2022 4:02:29 PM,BP22007769,"XXX 3RD ST N, BAYPORT",CITE - NO VALID MN DL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/13/2022 4:41:27 PM,BP22007771,"XXX 1st Ave N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,11/13/2022 6:04:39 PM,BP22007773,"3rd St N / 7th Ave N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,11/14/2022 1:05:40 AM,BP22007785,"XXX 8th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/14/2022 6:02:51 AM,BP22007786,"30XXX -291 PRIMROSE PATH, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/14/2022 8:04:27 AM,BP22007789,"5th Ave N / Stagecoach Trl N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/14/2022 8:25:06 AM,BP22007790,"Stagecoach Trl N / Inspiration Pkwy, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/14/2022 8:45:51 AM,BP22007794,"5TH AVE N & STAGECOACH TRL N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/14/2022 8:47:33 AM,BP22007793,"Hwy 95 At Central Ave, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/14/2022 9:39:04 AM,BP22007795,"5th Ave N / Stagecoach Trl N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/14/2022 12:31:42 PM,BP22007796,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/14/2022 1:38:56 PM,BP22007797,"XXX 3rd St N, BAYPORT",FRAUD/SCAM
BAYPORT POLICE DEPARTMENT,BAYPORT,11/14/2022 4:58:50 PM,BP22007798,"XXX 3rd Ave N, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/14/2022 11:44:58 PM,BP22007802,"1XXX  INSPIRATION PKWY N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 1:45:40 AM,BP22007805,"XXX 4TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 8:06:01 AM,BP22007806,"2ND ST N / 2ND AVE N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 8:15:06 AM,BP22007807,"XXX MINNESOTA ST S, BAYPORT",CITED - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 8:43:54 AM,BP22007808,"XXX 4TH ST N, BAYPORT",School Crossing
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 9:15:18 AM,BP22007812,"PRIMROSE PATH N & INSPIRATION PKWY, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 1:10:38 PM,BP22007815,"5TH AVE N / 2ND ST N, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 1:22:38 PM,BP22007816,"PRIMROSE PATH N & INSPIRATION PKWY, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 1:37:10 PM,BP22007817,"10XXX -1056 INSPIRATION PKWY N, BAYPORT",V/W - Failure to stop for STOP sign
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 3:19:31 PM,BP22007818,"XXX 4TH ST N, BAYPORT",School Crossing
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 3:24:41 PM,BP22007819,"XXX 3RD ST N, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 4:53:17 PM,BP22007820,"5TH AVE N / 2ND ST N, BAYPORT",CITED - Parking where signs prohibit
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 4:59:12 PM,BP22007821,"5TH AVE N / 2ND ST N, BAYPORT",CITED - Parking where signs prohibit
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 5:04:51 PM,BP22007822,"5TH AVE N / 2ND ST N, BAYPORT",CITED - Parking where signs prohibit
BAYPORT POLICE DEPARTMENT,BAYPORT,11/15/2022 9:59:17 PM,BP22007826,"XXX 4TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/16/2022 1:12:42 PM,BP22007836,"MINNESOTA ST S / 7TH AVE S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,11/16/2022 1:59:02 PM,BP22007837,"XXX 5TH AVE N, BAYPORT",LOST/FOUND DOG
BAYPORT POLICE DEPARTMENT,BAYPORT,11/16/2022 3:14:54 PM,BP22007838,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,11/16/2022 8:36:57 PM,BP22007848,"40XXX -499 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/17/2022 8:37:30 AM,BP22007858,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,11/17/2022 8:47:27 AM,BP22007859,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/17/2022 10:28:43 AM,BP22007861,"XXX 4th St N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,11/17/2022 3:20:34 PM,BP22007862,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,11/17/2022 5:33:38 PM,BP22007864,"Minnesota St S / Osprey Blvd, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,11/17/2022 6:46:47 PM,BP22007865,"XXX 3RD ST N, BAYPORT",DWI
