AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,3/19/2023 10:13:05 AM,BP23001661,"XXX 3rd St N, BAYPORT",GAS DRIVE OFF
BAYPORT POLICE DEPARTMENT,BAYPORT,3/19/2023 11:17:56 AM,BP23001662,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/19/2023 5:06:35 PM,BP23001663,"Heartfelt Silks, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/19/2023 5:08:05 PM,BP23001664,"XXX 2ND ST N, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/19/2023 7:17:23 PM,BP23001665,"XXX Pickett St N, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,3/19/2023 7:41:55 PM,BP23001666,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,3/20/2023 4:00:13 AM,BP23001668,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/20/2023 5:45:58 AM,BP23001670,"XXX 4th Ave N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/20/2023 8:43:16 AM,BP23001671,"XXX 3RD ST N, BAYPORT",ASSIST TO CITY HALL
BAYPORT POLICE DEPARTMENT,BAYPORT,3/20/2023 12:08:18 PM,BP23001674,"XXX block 5th Ave N, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,3/20/2023 12:45:20 PM,BP23001676,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,3/20/2023 1:42:17 PM,BP23001677,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
