AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,8/13/2023 3:38:33 AM,BP23004775,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/13/2023 4:55:01 AM,BP23004776,"XXX 3RD ST N, BAYPORT",OTHER
BAYPORT POLICE DEPARTMENT,BAYPORT,8/13/2023 7:13:38 AM,BP23004779,"XXX 3rd st n, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/13/2023 12:54:33 PM,BP23004782,"Unknown, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/13/2023 2:41:16 PM,BP23004783,"XXX Lakeside Bay S, BAYPORT",TRESPASSING
BAYPORT POLICE DEPARTMENT,BAYPORT,8/13/2023 3:06:19 PM,BP23004784,"XXX 3rd St S, BAYPORT",LOCKOUT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/13/2023 4:55:32 PM,BP23004787,"XXX 4th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/13/2023 7:08:14 PM,BP23004789,"HWY 95 / OSPREY BLVD, BAYPORT",ABANDONED VEHICLE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/13/2023 8:30:39 PM,BP23004791,"XXX Pickett St N, BAYPORT",OVERDOSE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/13/2023 8:58:13 PM,BP23004794,"XXX Pickett St N, BAYPORT",OVERDOSE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/14/2023 12:03:08 AM,BP23004796,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/14/2023 7:53:52 AM,BP23004798,"1XXX  Pioneer Trl, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/14/2023 8:53:44 AM,BP23004800,"XXX 3rd St N, BAYPORT",GAS DRIVE OFF
BAYPORT POLICE DEPARTMENT,BAYPORT,8/14/2023 10:00:20 PM,BP23004806,"XX CENTRAL AVE, BAYPORT",Park close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/14/2023 10:57:40 PM,BP23004810,"3rd St N / 3rd Ave N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 4:21:05 AM,BP23004813,"Unknown, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 5:20:47 AM,BP23004814,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 7:00:53 AM,BP23004815,"XXX 5th Ave N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 7:20:31 AM,BP23004816,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 10:13:41 AM,BP23004817,"XXX 5th Ave S, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 11:27:22 AM,BP23004818,"XXX 3rd St N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 12:39:32 PM,BP23004821,"1XXX  Inspiration Pkwy N, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 1:29:30 PM,BP23004822,"Point Rd / 10th Ave N, BAYPORT",TRAIN COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 2:46:50 PM,BP23004824,"XXX 9th st n, BAYPORT",SPEED TRAILER DEPLOYED
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 3:37:11 PM,BP23004825,"XXX 4th Ave N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 5:14:22 PM,BP23004826,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 5:35:51 PM,BP23004827,"Hwy 95 At Osprey Blvd, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/15/2023 7:42:34 PM,BP23004828,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
