AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,12/21/2025 8:14:39 AM,BP25004845,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/21/2025 9:40:40 AM,BP25004848,"XXX Pickett St N, BAYPORT",TRESPASSING
BAYPORT POLICE DEPARTMENT,BAYPORT,12/21/2025 9:55:19 AM,BP25004849,"XX Point Rd, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/21/2025 2:34:21 PM,BP25004850,"XX Point Rd, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/23/2025 12:15:00 AM,BP25004856,"XXX - 999 Highway 95 N, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,12/24/2025 9:21:29 AM,BP25004864,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,12/24/2025 9:21:40 AM,BP25004865,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,12/24/2025 12:12:37 PM,BP25004866,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,12/24/2025 4:16:20 PM,BP25004871,"XX Point Rd, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/24/2025 4:54:40 PM,BP25004872,"XXX 6th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/25/2025 11:52:13 AM,BP25004873,"XXX 7th St N, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/25/2025 5:50:53 PM,BP25004874,"Unknown, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,12/26/2025 10:10:34 AM,BP25004878,"5TH AVE N / 5TH ST N, BAYPORT",FOUND PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,12/26/2025 12:28:29 PM,BP25004880,"Unknown, BAYPORT",PHONE CALL REQUEST
BAYPORT POLICE DEPARTMENT,BAYPORT,12/26/2025 6:16:14 PM,BP25004882,"Olio and Langford, BAYPORT",LIQUOR LICENSE
BAYPORT POLICE DEPARTMENT,BAYPORT,12/26/2025 9:34:43 PM,BP25004883,"2ND AVE N / 4TH ST N, BAYPORT",DWI
BAYPORT POLICE DEPARTMENT,LAKELAND,12/23/2025 3:44:56 PM,BP25004862,"Saint Croix Trl N / 8th St N, LAKELAND",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,12/21/2025 3:47:58 AM,BP25004844,"14XXX  58TH ST N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,12/21/2025 3:34:18 PM,BP25004851,"5XXX  Neal Ave N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,12/22/2025 12:46:06 PM,BP25004853,"Saint Croix Crossing Bridge: Hwy 36 Eb - Mn, OAK PARK HEIGHTS",ACCIDENT
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,12/23/2025 1:38:09 AM,BP25004858,"Saint Croix Crossing Bridge: Hwy 36 Wb - Mn, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,12/27/2025 10:00:59 AM,BP25004884,"14XXX  58th St N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,12/27/2025 7:16:25 PM,BP25004887,"HWY 95 TO HWY 36 EB RAMP, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,12/26/2025 1:35:36 PM,BP25004881,"2XXX  QUANT AVE N, WEST LAKELAND TOWNSHIP",WATER INCIDENT/VIOLATION
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,12/27/2025 1:27:48 PM,BP25004885,"SAINT CROIX TRL N / QUANT AVE N, WEST LAKELAND TOWNSHIP",ASSIST OTHER AGENCY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 9:41:29 AM,CG25046961,"9XXX  Hale Ave S, COTTAGE GROVE",DISTURBANCE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 10:46:46 AM,CG25046964,"7XXX  79th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 10:48:00 AM,CG25046965,"EAST POINT DOUGLAS RD S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 12:42:14 PM,CG25046979,"80TH ST S TO HWY 61 NB RAMP, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 1:11:39 PM,CG25046981,"80th St S / East Point Douglas Rd S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 1:22:46 PM,CG25046982,"7XXX  92nd St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 3:22:50 PM,CG25046992,"7XXX  Hearthside Ave S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 5:51:40 PM,CG25047018,"7XXX  Illies Ave S, COTTAGE GROVE",INTERNET CRIMES
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 6:02:25 PM,CG25047019,"Jamaica Ave S / 75th St S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 7:19:52 PM,CG25047021,"7XXX  79th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 7:42:32 PM,CG25047022,"8XXX  GROSPOINT AVE S, COTTAGE GROVE",IDENTITY THEFT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 9:26:00 PM,CG25047041,"80TH ST S / HARDWOOD AVE S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 9:55:42 PM,CG25047044,"7XXX  Hearthside Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/21/2025 10:27:00 PM,CG25047052,"8XXX  EAST POINT DOUGLAS RD S, COTTAGE GROVE",DWI
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 8:01:47 AM,CG25047076,"8XXX  Jeffery Ave S, COTTAGE GROVE",RECOVERED STOLEN
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 11:01:25 AM,CG25047088,"8XXX  Belden Blvd S, COTTAGE GROVE",VEHICLE UNLOCK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 11:40:11 AM,CG25047098,"12XXX  RAVINE PKWY S, COTTAGE GROVE",Ride Along
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 1:41:21 PM,CG25047122,"8XXX  Greene Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 3:20:19 PM,CG25047148,"7XXX  Irvin Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 4:41:52 PM,CG25047157,"7XXX  98th St S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 5:27:17 PM,CG25047160,"8XXX  Jasmine Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 6:26:13 PM,CG25047169,"6XXX  80th St S, COTTAGE GROVE",SHOPLIFTING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 8:38:01 PM,CG25047180,"8XXX  81ST ST S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 8:38:57 PM,CG25047177,"8XXX  90th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 8:54:52 PM,CG25047184,"6XXX  80th St S, COTTAGE GROVE",HARASSMENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 9:24:19 PM,CG25047192,"8XXX  Jasmine Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 9:29:48 PM,CG25047195,"7XXX  Hinton Ave S, COTTAGE GROVE",UNWANTED PERSON/VEHICLE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/22/2025 9:55:51 PM,CG25047202,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",DWI
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 2:02:46 AM,CG25047227,"6XXX  Goodview Ave S, COTTAGE GROVE",DISTURBANCE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 7:31:39 AM,CG25047233,"8XXX  77th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 10:13:00 AM,CG25047248,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 10:44:04 AM,CG25047252,"10XXX  Innovation Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 11:32:55 AM,CG25047263,"8XXX  Janero Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 12:16:00 PM,CG25047266,"9XXX  73rd St S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 1:01:16 PM,CG25047273,"8XXX  Hadley Ave S, COTTAGE GROVE",Mental Health
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 1:20:08 PM,CG25047276,"7XXX  Innsdale Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 4:25:46 PM,CG25047286,"7XXX  Hidden Valley Trl S, COTTAGE GROVE",FRAUD/SCAM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 5:40:02 PM,CG25047294,"7XXX  Hinton Ave S, COTTAGE GROVE",VEHICLE UNLOCK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 8:41:59 PM,CG25047308,"8XXX  Grange Blvd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 9:28:55 PM,CG25047312,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/23/2025 9:29:24 PM,CG25047313,"8XXX  69th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/24/2025 7:16:22 AM,CG25047344,"6XXX  EAST POINT DOUGLAS RD S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/24/2025 8:13:13 AM,CG25047345,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
