AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,10/22/2023 12:51:34 AM,BP23005910,"70XXX -972 MINNESOTA ST S, BAYPORT",V/W - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,10/22/2023 8:56:13 AM,BP23005915,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/22/2023 7:59:45 PM,BP23005923,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,10/22/2023 10:31:11 PM,BP23005926,"XXX MINNESOTA ST S, BAYPORT",V/W - Failure to maintain lane
BAYPORT POLICE DEPARTMENT,BAYPORT,10/22/2023 10:55:26 PM,BP23005927,"XXX 4th St S, BAYPORT",DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,10/23/2023 6:12:34 AM,BP23005928,"4th Ave N / Maine St N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/24/2023 8:14:21 AM,BP23005940,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/24/2023 9:18:43 PM,BP23005942,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/25/2023 9:01:21 PM,BP23005958,"Minnesota St S / 3rd Ave N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,10/27/2023 1:52:29 PM,BP23005968,"XXX Highway 95 N, BAYPORT",MEDICAL - BLS
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2023 5:32:20 AM,BP23005974,"XX Point Rd, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2023 2:05:09 PM,BP23005980,"Stagecoach Trl N / 50th St N, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2023 4:31:04 PM,BP23005985,"94XXX -998 INSPIRATION PKWY N, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,10/22/2023 7:51:25 AM,BP23005912,"Stagecoach Trl N / 19th St N, WEST LAKELAND TOWNSHIP",ASSIST OTHER AGENCY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 1:27:42 AM,CG23036706,"80TH ST S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 1:46:55 AM,CG23036710,"8XXX  89th Street Cir S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 2:12:25 AM,CG23036711,"9XXX  Dunes Ln S, COTTAGE GROVE",DISTURBANCE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 3:04:00 AM,CG23036714,"7XXX  Hyde Ave S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 4:15:32 AM,CG23036715,"9XXX  Hallmark Ave S, COTTAGE GROVE",SUSPICIOUS PERSON/ACTIVITY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 6:27:36 AM,CG23036716,"7XXX  80th St S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 8:44:54 AM,CG23036722,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 9:31:22 AM,CG23036723,"8XXX  INDIAN BOULEVARD CT S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 11:01:42 AM,CG23036728,"12XXX  RAVINE PKWY S, COTTAGE GROVE",Ride Along
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 12:16:32 PM,CG23036739,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 1:45:04 PM,CG23036750,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",DISTURBANCE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 1:51:04 PM,CG23036751,"6XXX  Wildrye Cir S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 2:17:37 PM,CG23036753,"6XXX  Hedgecroft Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 2:46:07 PM,CG23036757,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",LOST PROPERTY/ITEM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 3:49:37 PM,CG23036767,"Jeffery Ave S / 90th St S, COTTAGE GROVE",DISTURBANCE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 5:34:03 PM,CG23036776,"80TH ST S OVER HWY 61, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 6:48:49 PM,CG23036780,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 7:19:26 PM,CG23036783,"95th St S / Hemingway Ave S, COTTAGE GROVE",ANIMAL COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/22/2023 11:47:28 PM,CG23036813,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/23/2023 12:44:00 AM,CG23036824,"80th St S / East Point Douglas Rd S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/23/2023 1:46:04 AM,CG23036831,"6XXX  Jeffery Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,10/23/2023 2:46:54 AM,CG23036833,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
