AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,AFTON,5/24/2023 7:00:21 AM,BP23003042,"40th St S / Neal Ave S, AFTON",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,5/21/2023 12:01:28 AM,BP23002966,"XXX 5TH AVE N, BAYPORT",V/W - In Park After Hours
BAYPORT POLICE DEPARTMENT,BAYPORT,5/21/2023 12:15:12 AM,BP23002967,"XXX 6th St N, BAYPORT",WARRANT ATTEMPT
BAYPORT POLICE DEPARTMENT,BAYPORT,5/21/2023 12:26:27 AM,BP23002968,"30XXX -398 MINNESOTA ST S, BAYPORT",V/W - Failure to maintain single lane
BAYPORT POLICE DEPARTMENT,BAYPORT,5/21/2023 12:55:32 AM,BP23002970,"Inspiration Parkway S / Primrose path N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,5/21/2023 6:22:27 AM,BP23002972,"XX central ave, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,5/21/2023 7:58:40 PM,BP23002975,"3RD ST S / 2ND AVE S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/22/2023 12:12:24 AM,BP23002980,"5TH ST N / 4TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/22/2023 12:47:37 AM,BP23002982,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,5/22/2023 1:18:12 AM,BP23002983,"63XXX -698 MINNESOTA ST S, BAYPORT",CITED - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,5/22/2023 10:37:25 AM,BP23002989,"XXX 5th St N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/22/2023 11:27:17 AM,BP23002991,"3RD ST S / 2ND AVE S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/22/2023 3:26:16 PM,BP23003001,"Stagecoach Trl N / 5th Ave N, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,5/22/2023 11:32:08 PM,BP23003011,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/23/2023 1:20:07 PM,BP23003022,"XXX 3RD ST N, BAYPORT",PD Tour / K9 Demonstration
BAYPORT POLICE DEPARTMENT,BAYPORT,5/23/2023 1:54:26 PM,BP23003023,"XXX Minnesota St S, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,5/23/2023 2:49:59 PM,BP23003026,"30XXX -318 2ND AVE S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/23/2023 3:49:51 PM,BP23003028,"4th st s / 3rd ave s , BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,5/23/2023 4:57:09 PM,BP23003029,"XXX 3rd St N, BAYPORT",Juvenile transport
BAYPORT POLICE DEPARTMENT,BAYPORT,5/23/2023 8:29:34 PM,BP23003032,"40XXX -498 5TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/23/2023 9:57:09 PM,BP23003037,"4TH AVE N / 3RD ST N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,5/24/2023 4:07:09 AM,BP23003041,"XXX 4th Ave N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/24/2023 3:34:30 PM,BP23003046,"2nd ave n @ 4th st n, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/24/2023 7:35:03 PM,BP23003047,"XXX 4th St S, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,5/24/2023 11:41:42 PM,BP23003052,"42XXX -4499 STAGECOACH TRL N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,5/25/2023 1:09:16 AM,BP23003054,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,5/25/2023 4:20:06 AM,BP23003057,"3RD ST S / 2ND AVE S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/25/2023 4:30:08 AM,BP23003058,"5TH ST N / 4TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/25/2023 3:37:46 PM,BP23003062,"XXX 5TH AVE N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/25/2023 5:39:40 PM,BP23003063,"XXX 4th Ave S, BAYPORT",MOTOR VEHICLE THEFT
BAYPORT POLICE DEPARTMENT,BAYPORT,5/25/2023 6:24:38 PM,BP23003064,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,5/25/2023 7:30:41 PM,BP23003065,"XXX Minnesota St S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,5/26/2023 1:18:09 AM,BP23003076,"Inspiration Pkwy S / Inspiration Place, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,5/26/2023 2:22:48 AM,BP23003077,"5TH ST N / 4TH AVE N, BAYPORT",DIRECTED PATROL
