AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2023 12:11:29 AM,BP23000316,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2023 1:09:55 AM,BP23000318,"20XXX -299 3RD ST N, BAYPORT",V/W - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2023 10:40:28 PM,BP23000329,"XXX 4TH AVE N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2023 10:43:34 PM,BP23000331,"XXX 2nd St N, BAYPORT",SUICIDE ATTEMPT/THREATS OF
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2023 3:07:44 AM,BP23000333,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2023 7:04:27 PM,BP23000342,"XXX Maine St S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2023 9:09:35 PM,BP23000343,"3rd St S / Minnesota St S, BAYPORT",VEHICLE OFF ROAD
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2023 9:27:59 PM,BP23000344,"XXX 3RD ST N, BAYPORT",MOTORIST ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2023 9:29:38 PM,BP23000345,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2023 9:42:28 PM,BP23000346,"XX 2ND AVE S, BAYPORT",PUBLIC WORKS CONCERN
BAYPORT POLICE DEPARTMENT,BAYPORT,1/17/2023 12:23:49 AM,BP23000348,"XXX 3rd St S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/17/2023 3:46:37 AM,BP23000353,"MINNESOTA ST S / OSPREY BLVD, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,1/18/2023 1:17:06 AM,BP23000368,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/18/2023 10:21:10 AM,BP23000373,"XXX 5th Ave N, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,1/18/2023 12:00:08 PM,BP23000374,"56TH ST N / STAGECOACH TRL N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/18/2023 6:00:38 PM,BP23000376,"Minnesota St S / Osprey Blvd, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/19/2023 3:04:18 AM,BP23000385,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,1/19/2023 3:42:36 AM,BP23000389,"29XXX -240 PRIMROSE PATH N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,1/19/2023 8:13:32 AM,BP23000391,"3RD ST N / 3RD AVE N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/19/2023 8:44:20 AM,BP23000392,"XXX 3RD ST N, BAYPORT",GAS DRIVE OFF
BAYPORT POLICE DEPARTMENT,BAYPORT,1/19/2023 8:50:49 AM,BP23000393,"XXX 3RD ST N, BAYPORT",GAS DRIVE OFF
