AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,6/16/2024 3:37:00 AM,BP24003314,"3rd St S / Central Ave, BAYPORT",NOISE COMPLAINT/DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/16/2024 9:10:00 AM,BP24003319,"10XXX -1131 INSPIRATION PKWY, BAYPORT",CITE - SUSPENDED REG/FAIL TO UPDATE DL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/16/2024 9:41:00 AM,BP24003320,"60XXX -619 MINNESOTA ST S, BAYPORT",W/W EXPIRED REG/NO FRONT PLATE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/16/2024 10:59:00 AM,BP24003321,"XX Main Wharf Ln, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/16/2024 3:39:00 PM,BP24003325,"80XXX -899 Highway 95 N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/16/2024 3:54:00 PM,BP24003326,"XXX 6th St S, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/17/2024 12:25:10 PM,BP24003333,"XXX Pickett St N, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,6/17/2024 7:08:00 PM,BP24003286,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/17/2024 7:09:00 PM,BP24003278,"XXX 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/18/2024 7:04:00 PM,BP24003340,"XXX State St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/18/2024 7:05:00 PM,BP24003337,"XX CENTRAL AVE, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/18/2024 7:06:00 PM,BP24003341,"XXX 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/19/2024 4:06:00 AM,BP24003355,"50th St N / Stagecoach Trl N, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,6/19/2024 4:15:00 AM,BP24003346,"POINT RD / 10TH AVE N, BAYPORT",DIRECTED PATROL
