AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,11/20/2022 2:07:36 AM,BP22007921,"XXX 4TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/20/2022 2:54:48 AM,BP22007925,"20XXX -299 MINNESOTA ST S, BAYPORT",MOTORIST ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,11/20/2022 7:04:11 AM,BP22007926,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/20/2022 1:26:45 PM,BP22007938,"INSPIRATION PKWY & PRIMROSE PATH N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/20/2022 1:33:53 PM,BP22007939,"XXX 1st Ave N, BAYPORT",ASSAULT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/20/2022 10:13:36 PM,BP22007942,"1XXX  INSPIRATION PKWY N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/20/2022 10:19:25 PM,BP22007944,"3rd St N / 4th Ave N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 12:47:51 AM,BP22007946,"XXX 4TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 6:02:01 AM,BP22007948,"XXX Maine St S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 7:22:08 AM,BP22007949,"XXX 3RD ST N, BAYPORT",GAS DRIVE OFF
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 7:36:36 AM,BP22007953,"XXX 2nd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 7:38:26 AM,BP22007952,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 8:32:47 AM,BP22007956,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 10:33:42 AM,BP22007958,"XXX 3RD ST N, BAYPORT",RECYCLING AWARD
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 10:37:19 AM,BP22007959,"Highway 95 N & 10TH AVE N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 11:19:17 AM,BP22007960,"50XXX -598 6TH ST N, BAYPORT",V/W X2 SEATBELT VIOL
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 1:24:54 PM,BP22007961,"Unknown, BAYPORT",TRAFFIC COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 2:31:29 PM,BP22007962,"70XXX -973 MINNESOTA ST S, BAYPORT",W/W ILLEGAL PASSING
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 2:53:14 PM,BP22007963,"70XXX -972 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,11/21/2022 3:21:08 PM,BP22007964,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
