AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,4/30/2023 1:29:43 AM,BP23002558,"70XXX -741 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,4/30/2023 9:41:09 AM,BP23002560,"3RD ST S / 2ND AVE S, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,4/30/2023 10:06:03 AM,BP23002563,"1XXX  Inspiration Pkwy S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,4/30/2023 3:24:56 PM,BP23002565,"1XXX  Block Inspiration Pkwy N, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,4/30/2023 3:37:52 PM,BP23002566,"POINT RD / 10TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/1/2023 7:45:52 PM,BP23002578,"62XXX -636 MINNESOTA ST S, BAYPORT",V/W - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,5/1/2023 11:27:57 PM,BP23002584,"XXX 9th St N, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,5/2/2023 2:46:35 AM,BP23002585,"13XXX -20 POINT RD, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,5/2/2023 5:54:27 AM,BP23002589,"1st Ave N / 3rd St N, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,5/2/2023 8:32:12 AM,BP23002590,"3rd st n, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,5/2/2023 7:05:54 PM,BP23002592,"1XXX  Inspiration Parkway N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,5/2/2023 8:05:55 PM,BP23002594,"XXX 2ND AVE N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/2/2023 8:40:27 PM,BP23002597,"45XXX -4699 STAGECOACH TRL N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,5/3/2023 8:14:36 AM,BP23002604,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,5/3/2023 12:09:42 PM,BP23002609,"XXX 3rd St N, BAYPORT",Date Request
BAYPORT POLICE DEPARTMENT,BAYPORT,5/3/2023 12:24:08 PM,BP23002610,"XXX 3rs St N, BAYPORT",Data Request
BAYPORT POLICE DEPARTMENT,BAYPORT,5/3/2023 1:53:35 PM,BP23002612,"XXX STATE ST S, BAYPORT",Records request
BAYPORT POLICE DEPARTMENT,BAYPORT,5/3/2023 3:24:00 PM,BP23002613,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,5/3/2023 7:25:47 PM,BP23002616,"40XXX -499 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/3/2023 8:08:41 PM,BP23002617,"minnesota st s / 3rd ave s , BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,5/3/2023 11:13:22 PM,BP23002624,"50XXX -574 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2023 8:22:14 AM,BP23002632,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2023 12:42:15 PM,BP23002637,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2023 1:56:30 PM,BP23002640,"XX Point Rd, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2023 3:14:47 PM,BP23002641,"XXX 4TH ST N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2023 5:28:30 PM,BP23002643,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,5/4/2023 6:43:13 PM,BP23002644,"90XXX -999 Highway 95 N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,5/5/2023 9:26:45 PM,BP23002666,"Minnesta St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,5/6/2023 9:06:12 AM,BP23002675,"XXX Argus Sq, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,5/6/2023 8:50:09 PM,BP23002679,"Hwy 95 At Central Ave, BAYPORT",TRAFFIC COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,5/6/2023 9:12:56 PM,BP23002682,"Minnesota St S / 3rd ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,5/3/2023 1:18:11 PM,BP23002611,"Northbrook Blvd N / 51st St N, BAYTOWN TOWNSHIP",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,4/30/2023 2:49:01 PM,BP23002564,"XXX Main St S, STILLWATER",ASSIST OTHER AGENCY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 12:00:16 AM,CG23012325,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",THEFT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 2:49:49 AM,CG23012337,"6XXX  91st St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 9:21:40 AM,CG23012345,"7XXX  80th St S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 11:03:34 AM,CG23012356,"92XXX -9398 EAST POINT DOUGLAS RD S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 11:25:43 AM,CG23012368,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",DWI
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 1:28:49 PM,CG23012374,"8XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 1:44:31 PM,CG23012376,"7XXX  Hearthside Ave S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 2:01:42 PM,CG23012377,"7XXX  Hearthside Ave S, COTTAGE GROVE",TRESPASSING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 2:45:32 PM,CG23012379,"8XXX  Heron Ave S, COTTAGE GROVE",THEFT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 5:38:45 PM,CG23012383,"6XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 5:54:56 PM,CG23012386,"76XXX -7898 HINTON AVE S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 6:32:58 PM,CG23012390,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",DRIVING COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 7:49:50 PM,CG23012402,"7XXX  Homestead Ave S, COTTAGE GROVE",OFP VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 7:54:22 PM,CG23012403,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",THEFT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 8:58:28 PM,CG23012409,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",HARASSMENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,4/30/2023 9:03:36 PM,CG23012411,"8XXX  89th Street Cir S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 8:14:49 AM,CG23012473,"6XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 8:17:40 AM,CG23012474,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 8:31:26 AM,CG23012476,"7XXX  66th St S, COTTAGE GROVE",FOUND PROPERTY/ITEM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 8:44:44 AM,CG23012479,"12XXX  Ravine Pkwy S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 9:55:51 AM,CG23012484,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 10:11:23 AM,CG23012485,"6XXX  Wildflower Dr S, COTTAGE GROVE",FRAUD/SCAM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 11:46:34 AM,CG23012492,"9XXX  Hamlet Ave S, COTTAGE GROVE",FRAUD/SCAM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 12:31:05 PM,CG23012493,"8XXX  Jasmine Ln S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 1:16:35 PM,CG23012498,"8XXX  Jeffery Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 2:52:36 PM,CG23012502,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 3:24:36 PM,CG23012507,"11XXX  Grey Cloud Trl S, COTTAGE GROVE",ANIMAL COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 3:39:03 PM,CG23012505,"Hwy 61 Nb Jno Jamaica Ave S, COTTAGE GROVE",ASSIST OTHER AGENCY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 4:16:09 PM,CG23012509,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 4:18:42 PM,CG23012510,"8XXX  Jody Ave S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 4:30:41 PM,CG23012511,"7XXX  Hemingway Ave S, COTTAGE GROVE",CIVIL MATTER/DISPUTE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 4:37:04 PM,CG23012512,"70th St S / Hardwood Ave S, COTTAGE GROVE",ANIMAL COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 5:05:19 PM,CG23012514,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 8:09:30 PM,CG23012531,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",VEHICLE UNLOCK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 8:41:40 PM,CG23012533,"6XXX  Pine Crest Trl S, COTTAGE GROVE",TRAFFIC COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/1/2023 11:45:10 PM,CG23012558,"71XXX -7159 EAST POINT DOUGLAS RD S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 1:43:41 AM,CG23012586,"80th St S To Hwy 61 Sb Ramp, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 3:17:06 AM,CG23012593,"8XXX  60th St S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 7:13:30 AM,CG23012600,"8XXX  67th Street Ct S, COTTAGE GROVE",CIVIL MATTER/DISPUTE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 7:23:09 AM,CG23012599,"8XXX  HILLSIDE TRL S, COTTAGE GROVE",911 ABANDONED/HANGUP/OPEN LINE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 8:35:04 AM,CG23012606,"6XXX  PINE ARBOR BLVD, COTTAGE GROVE",FRAUD/SCAM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 10:08:40 AM,CG23012609,"8XXX  79th St S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 11:34:04 AM,CG23012621,"6XXX  82nd St S, COTTAGE GROVE",ANIMAL COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 11:59:47 AM,CG23012622,"6XXX  Foxtail Ct S, COTTAGE GROVE",CIVIL MATTER/DISPUTE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 12:44:44 PM,CG23012624,"Highway 61 / Innovation Rd S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 1:12:23 PM,CG23012627,"7XXX  Hillside Trl S, COTTAGE GROVE",CIVIL MATTER/DISPUTE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 1:37:45 PM,CG23012628,"62nd St S / Homestead Ave S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 3:21:45 PM,CG23012633,"8XXX  Ingberg Trl S, COTTAGE GROVE",DEATH
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 3:45:08 PM,CG23012635,"8XXX  80th St S, COTTAGE GROVE",PROPERTY DAMAGE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 4:18:00 PM,CG23012637,"Hyde Ave S / 80th St S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 6:34:17 PM,CG23012658,"11XXX  Grey Cloud Trl S, COTTAGE GROVE",SUSPICIOUS PERSON/ACTIVITY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 7:45:59 PM,CG23012660,"8XXX  Ingberg Trl S, COTTAGE GROVE",PROPERTY DAMAGE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 7:48:50 PM,CG23012661,"Hwy 61 Sb Jno 80th St S, COTTAGE GROVE",911 ABANDONED/HANGUP/OPEN LINE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 9:15:11 PM,CG23012663,"70th St S / Meadow Grass Ave S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 9:38:25 PM,CG23012664,"7XXX  79th St S, COTTAGE GROVE",ASSAULT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 11:44:39 PM,CG23012668,"8XXX  Ironwood Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/2/2023 11:54:07 PM,CG23012669,"65th St S / Goodview Ave S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 7:15:28 AM,CG23012711,"7XXX  Inskip Trl S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 7:51:14 AM,CG23012712,"7XXX  East Point Douglas Rd S, COTTAGE GROVE",FOUND PROPERTY/ITEM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 8:53:44 AM,CG23012717,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 9:25:30 AM,CG23012721,"12XXX  ravine parkway, COTTAGE GROVE",POR VIOLATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 9:50:45 AM,CG23012726,"72XXX -7399 Keats Ave S, COTTAGE GROVE",911 ABANDONED/HANGUP/OPEN LINE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 9:59:44 AM,CG23012728,"9XXX  East Point Douglas Rd S, COTTAGE GROVE",THEFT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 10:23:30 AM,CG23012733,"12XXX  Ravine Pkwy S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 10:45:36 AM,CG23012734,"9XXX  Indian Blvd S, COTTAGE GROVE",THREATS
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 12:03:05 PM,CG23012741,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",TRESPASSING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 12:17:42 PM,CG23012744,"12XXX  Ravine Pkwy S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 1:00:25 PM,CG23012745,"12XXX  RAVINE PKWY S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 1:00:41 PM,CG23012746,"7XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 1:10:35 PM,CG23012747,"8XXX  Grafton Ave S, COTTAGE GROVE",THEFT FROM MOTOR VEHICLE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 3:38:36 PM,CG23012765,"9XXX  East Point Douglas Rd S, COTTAGE GROVE",SHOPLIFTING
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 4:11:40 PM,CG23012768,"10XXX  Grey Cloud Trl S, COTTAGE GROVE",UNWANTED PERSON/VEHICLE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 7:24:43 PM,CG23012779,"7XXX  Hearthside Ave S, COTTAGE GROVE",VEHICLE UNLOCK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 7:42:18 PM,CG23012780,"6XXX  Goodview Ave S, COTTAGE GROVE",THREATS
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 8:38:27 PM,CG23012784,"8XXX  Inman Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 9:19:34 PM,CG23012791,"Hwy 61 Nb At Manning Ave S, COTTAGE GROVE",TRAFFIC COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 10:24:01 PM,CG23012796,"82XXX -8328 BELDEN BLVD S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/3/2023 11:01:37 PM,CG23012798,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,5/4/2023 7:01:45 AM,CG23012815,"8XXX  Grafton Ave S, COTTAGE GROVE",MEDICAL
