AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,6/23/2024 1:38:00 PM,BP24003421,"XX CENTRAL AVE, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,6/23/2024 6:57:00 PM,BP24003407,"POINT RD / 10TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/23/2024 6:58:00 PM,BP24003411,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/23/2024 6:59:00 PM,BP24003417,"XXX 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/23/2024 8:43:00 PM,BP24003424,"57XXX -598 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/23/2024 10:25:00 PM,BP24003427,"30XXX -399 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/23/2024 10:32:00 PM,BP24003426,"POINT RD / 10TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/23/2024 10:33:00 PM,BP24003430,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/24/2024 11:07:00 AM,BP24003441,"XXX Highway 95 N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,6/24/2024 1:25:00 PM,BP24003442,"XXX 3rd St N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,6/24/2024 3:04:00 PM,BP24003443,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/24/2024 4:03:00 PM,BP24003444,"3RD ST N / 4TH AVE N, BAYPORT",CITE - FAIL TO YIELD TO PED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 12:00:00 AM,BP24003451,"1XXX  Inspiration Parkway N, BAYPORT","V/W - Failure to maintain single lane, use of a wireless communications device"
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 12:00:00 AM,BP24003452,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 12:00:00 AM,BP24003453,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 12:00:00 AM,BP24003454,"30XXX -399 2ND AVE N, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 6:38:00 AM,BP24003457,"XXX 3rd St N, BAYPORT",GAS DRIVE OFF
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 9:55:00 AM,BP24003461,"XX CENTRAL AVE, BAYPORT",BOAT ENVELOPES
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 10:01:00 AM,BP24003462,"XX CENTRAL AVE, BAYPORT",PARK PERMIT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 10:14:00 AM,BP24003463,"1XXX  INSPIRATION PKWY S, BAYPORT",OPEN DOOR/WINDOW
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 10:56:00 AM,BP24003464,"90XXX -999 Highway 95 N, BAYPORT",W/W EXPIRED REG
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 11:00:00 AM,BP24003465,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 5:33:00 PM,BP24003469,"50XXX -599 5TH ST N, BAYPORT",CITE - DAR/NO SEAT BELT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 9:54:00 PM,BP24003472,"XXX 3RD ST N, BAYPORT","V/W - Exp Registration, maintain single lane"
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 10:22:00 PM,BP24003473,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 10:54:00 PM,BP24003474,"XXX Pickett St N, BAYPORT",SUICIDE ATTEMPT/THREATS OF
BAYPORT POLICE DEPARTMENT,BAYPORT,6/25/2024 11:30:00 PM,BP24003479,"60XXX -620 MINNESOTA ST S, BAYPORT",V/W - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,6/26/2024 12:00:00 AM,BP24003478,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,6/26/2024 12:00:00 AM,BP24003481,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/26/2024 6:53:00 PM,BP24003433,"XXX 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2024 5:48:00 AM,BP24003485,"28XXX -293 LAKE ST S, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2024 5:54:00 AM,BP24003506,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2024 5:55:00 AM,BP24003507,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2024 5:56:00 AM,BP24003511,"80XXX -999 5TH AVE N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2024 8:27:00 AM,BP24003519,"XXX 4TH AVE N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2024 8:47:00 AM,BP24003522,"XX Central Ave, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2024 9:42:00 AM,BP24003523,"50XXX -599 MINNESOTA ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2024 9:57:00 AM,BP24003524,"XXX 3rd St N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2024 10:14:00 AM,BP24003525,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2024 1:53:00 PM,BP24003526,"XXX 4th Ave N, BAYPORT",THEFT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2024 2:24:00 PM,BP24003527,"XXX 3rd St S, BAYPORT",WARRANT ATTEMPT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/28/2024 2:59:00 PM,BP24003528,"XXX 3rd St S, BAYPORT",WARRANT ARREST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 9:05:00 AM,BP24003544,"20XXX -298 MINNESOTA ST S, BAYPORT",W/W USE OF COMM DEV
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 9:44:00 AM,BP24003546,"MINNESOTA ST S / 3RD AVE S, BAYPORT",CITE - DAS
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 11:57:00 AM,BP24003548,"74XXX -799 3RD ST N, BAYPORT",W/W SPEED/UNLAWFUL ACCELERATION/NOISE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 3:23:00 PM,BP24003551,"XXX Lake Cir N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 3:40:00 PM,BP24003552,"XX CENTRAL AVE, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 5:00:00 PM,BP24003554,"63XXX -698 MINNESOTA ST S, BAYPORT",CITE - PASS ON RIGHT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 6:24:00 PM,BP24003490,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 6:26:00 PM,BP24003492,"POINT RD / 10TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 6:27:00 PM,BP24003497,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 6:30:00 PM,BP24003534,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 6:32:00 PM,BP24003530,"POINT RD / 10TH AVE N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 6:34:00 PM,BP24003537,"XXX 5TH AVE N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 8:54:00 PM,BP24003559,"5th Ave N / 6th St N, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 8:56:00 PM,BP24003538,"XX CENTRAL AVE, BAYPORT",JUVENILE COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 9:06:00 PM,BP24003558,"POINT RD / 10TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 9:09:00 PM,BP24003557,"30XXX -398 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/29/2024 9:15:00 PM,BP24003529,"XXX 3RD ST N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,6/23/2024 10:04:00 PM,BP24003429,"4XXX  PARIS AVE N, BAYTOWN TOWNSHIP",FIRE
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,6/29/2024 6:25:00 PM,BP24003496,"3XXX  Stagecoach Trl N, BAYTOWN TOWNSHIP",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,LAKE SAINT CROIX BEACH,6/29/2024 4:26:00 PM,BP24003553,"16XXX  18th St S, LAKE SAINT CROIX BEACH",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,6/23/2024 7:49:00 PM,BP24003419,"14XXX  60th St N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,6/23/2024 7:58:00 PM,BP24003423,"5XXX  Norwich Ave N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,6/24/2024 11:03:00 AM,BP24003440,"5XXX  Osgood Ave N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,6/25/2024 12:56:00 PM,BP24003466,"14XXX  60th St N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,6/25/2024 8:59:00 PM,BP24003470,"5XXX  Krueger Ln N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,6/29/2024 6:28:00 PM,BP24003501,"5XXX  Krueger Ln N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,6/29/2024 6:31:00 PM,BP24003536,"6XXX  Oxboro Ave N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,6/29/2024 9:03:00 PM,BP24003562,"14XXX  60th St N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,6/29/2024 9:07:00 PM,BP24003435,"55XXX -5723 SAINT CROIX TRL N, OAK PARK HEIGHTS",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,6/29/2024 9:12:00 PM,BP24003540,"14XXX -15249 60TH ST N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,6/25/2024 2:05:00 AM,BP24003456,"2XXX  Saddle Ct, STILLWATER",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,6/23/2024 10:04:00 PM,BP24003428,"22XXX -2898 SAINT CROIX TRL N, WEST LAKELAND TOWNSHIP",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,6/25/2024 11:40:00 PM,BP24003480,"22XXX -2898 SAINT CROIX TRL N, WEST LAKELAND TOWNSHIP",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,6/29/2024 2:06:00 PM,BP24003550,"Stagecoach Trl N / I94, WEST LAKELAND TOWNSHIP",ASSIST OTHER AGENCY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,6/23/2024 12:36:57 AM,CG24019509,"HWY 61 WB TO 80TH ST S RAMP, COTTAGE GROVE",DWI
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,6/23/2024 1:18:55 AM,CG24019515,"7XXX  76th St S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,6/23/2024 2:59:00 PM,CG24019548,"9XXX  75TH ST S, COTTAGE GROVE",FOUND PROPERTY/ITEM
