AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,6/4/2023 12:03:53 AM,BP23003293,"2-74 2ND AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,6/4/2023 3:32:28 AM,BP23003295,"4TH AVE N / 5TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/4/2023 12:39:41 PM,BP23003297,"XXX Pickett St N, BAYPORT",LOCKOUT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/4/2023 1:54:41 PM,BP23003298,"Lakeside Park Boat Landing, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/5/2023 1:31:29 AM,BP23003305,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/5/2023 2:16:22 AM,BP23003306,"3rd Ave N, BAYPORT",V/W - failure to maintain single lane; Suspicious.
BAYPORT POLICE DEPARTMENT,BAYPORT,6/5/2023 2:35:41 AM,BP23003308,"XXX Block 5th Ave N, BAYPORT",Business Checks
BAYPORT POLICE DEPARTMENT,BAYPORT,6/5/2023 2:51:10 AM,BP23003310,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/5/2023 9:09:20 AM,BP23003315,"XX 5th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/5/2023 3:29:08 PM,BP23003322,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/5/2023 5:59:03 PM,BP23003325,"50XXX -598 MINNESOTA ST S, BAYPORT",V/W - SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/5/2023 6:06:05 PM,BP23003326,"40XXX -498 MINNESOTA ST S, BAYPORT",V/W - SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/5/2023 6:13:59 PM,BP23003327,"40XXX -498 MINNESOTA ST S, BAYPORT",V/W - CROSS CENTER LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/5/2023 8:38:46 PM,BP23003330,"XXX 5th Ave S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/5/2023 11:06:58 PM,BP23003332,"XXX 8th St N, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/5/2023 11:30:28 PM,BP23003333,"XXX 3RD ST S, BAYPORT",OPEN DOOR/WINDOW
BAYPORT POLICE DEPARTMENT,BAYPORT,6/6/2023 6:41:22 AM,BP23003335,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/6/2023 8:36:00 AM,BP23003336,"6th Ave N / 3rd St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/6/2023 10:29:48 AM,BP23003340,"XX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/6/2023 3:20:34 PM,BP23003342,"XXX 4TH ST N (WORK ADDRESS), BAYPORT",CROSS STUDENTS AFTER SCHOOL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/6/2023 4:12:35 PM,BP23003343,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/6/2023 6:51:45 PM,BP23003347,"XXX 2nd Ave S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/6/2023 10:06:03 PM,BP23003350,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2023 8:53:00 AM,BP23003359,"XXX 4TH ST N, BAYPORT",SCHOOL/STUDENT ISSUE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2023 9:59:31 AM,BP23003360,"XX Point Rd, BAYPORT",City Ord
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2023 7:31:25 PM,BP23003362,"XXX 3RD ST N, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2023 8:08:25 PM,BP23003364,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2023 9:04:54 PM,BP23003368,"5th St N / 4th Ave N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/8/2023 12:26:24 AM,BP23003369,"3rd St S / 2nd Ave S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/8/2023 7:47:56 PM,BP23003377,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/8/2023 8:12:13 PM,BP23003378,"XXX 4th St N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/9/2023 12:21:29 AM,BP23003380,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/9/2023 1:01:59 AM,BP23003384,"60XXX -898 6TH ST N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,6/9/2023 1:38:34 AM,BP23003388,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/9/2023 2:24:38 PM,BP23003395,"XXX 5th Ave S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/9/2023 10:58:50 PM,BP23003406,"3rd st n / 3rd ave n, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/10/2023 1:10:31 PM,BP23003416,"XXX 5th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/10/2023 3:53:51 PM,BP23003418,"XXX 4TH AVE N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,STILLWATER,6/9/2023 10:05:57 PM,BP23003402,"XXX 4th St S, STILLWATER",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,6/9/2023 11:35:48 PM,BP23003407,"Saint Croix Trl N / Quant Ave N, WEST LAKELAND TOWNSHIP",ASSIST OTHER AGENCY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,6/4/2023 1:43:43 AM,CG23016600,"Highway 61, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,6/4/2023 3:40:21 AM,CG23016607,"10XXX  KIMBRO AVE S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,6/4/2023 8:10:32 AM,CG23016613,"80TH ST S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,6/4/2023 8:17:10 AM,CG23016615,"11XXX  Inman Ave S, COTTAGE GROVE",DISTURBANCE
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,6/4/2023 8:57:45 AM,CG23016616,"Unknown, COTTAGE GROVE",FOLLOW UP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,6/4/2023 9:01:23 AM,CG23016617,"70th St S / Lamar Ave S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,6/4/2023 11:21:30 AM,CG23016628,"9XXX  East Point Douglas Rd S, COTTAGE GROVE",TRAFFIC STOP
