AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2023 12:11:26 AM,BP23000154,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2023 3:29:51 AM,BP23000165,"Point Rd / 10th Ave N, BAYPORT",TRAIN COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2023 5:57:57 AM,BP23000167,"XXX 4TH AVE N, BAYPORT",TRAIN COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2023 12:20:25 PM,BP23000176,"XXX 4th St S, BAYPORT",SNOWMOBILE COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2023 12:31:49 PM,BP23000177,"Central Ave / 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2023 1:51:40 PM,BP23000178,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2023 2:57:33 PM,BP23000180,"XXX Perro Creek Dr S, BAYPORT",PROPERTY DAMAGE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2023 5:37:28 PM,BP23000181,"2ND AVE N / 6TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2023 8:16:18 PM,BP23000184,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2023 9:35:03 PM,BP23000187,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2023 9:52:07 PM,BP23000188,"XXX 6th St S, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/8/2023 11:46:41 PM,BP23000190,"XXX MINNESOTA ST S, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2023 2:16:26 AM,BP23000193,"XXX Mariner Dr, BAYPORT",DEATH
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2023 9:44:59 AM,BP23000194,"XXX Inspiration Pkwy N, BAYPORT",FIRE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2023 9:53:44 AM,BP23000195,"Highway 95 N / 10TH AVE N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2023 2:15:39 PM,BP23000196,"Bayport Liquor, BAYPORT",Document Delivery
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2023 2:43:13 PM,BP23000199,"Minnesota St S / 4th Ave S, BAYPORT",TS/Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2023 2:58:34 PM,BP23000200,"30XXX -398 MINNESOTA ST S, BAYPORT",TS/Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2023 3:14:13 PM,BP23000201,"3RD ST N / 3RD AVE N, BAYPORT",TS/Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,1/9/2023 10:45:17 PM,BP23000210,"XXX 2ND ST N, BAYPORT",Park close
BAYPORT POLICE DEPARTMENT,BAYPORT,1/10/2023 12:25:17 AM,BP23000212,"XXX 4TH ST N, BAYPORT",INCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/10/2023 11:19:42 AM,BP23000213,"XXX 2nd St N, BAYPORT",Unsecured Premise
BAYPORT POLICE DEPARTMENT,BAYPORT,1/10/2023 3:03:32 PM,BP23000216,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/10/2023 4:41:50 PM,BP23000217,"XXX 6th St S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/10/2023 8:28:23 PM,BP23000220,"XXX 3RD ST N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/10/2023 8:52:47 PM,BP23000221,"Stagecoach Trl N / 5th Ave N, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,1/10/2023 10:07:44 PM,BP23000222,"XXX 2ND ST N, BAYPORT",Park close
BAYPORT POLICE DEPARTMENT,BAYPORT,1/11/2023 6:23:46 AM,BP23000225,"XXX 5th Ave N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,1/11/2023 7:53:29 AM,BP23000226,"XXX 3RD ST N, BAYPORT",GAS DRIVE OFF
BAYPORT POLICE DEPARTMENT,BAYPORT,1/11/2023 8:10:18 AM,BP23000227,"5TH AVE N / MAINE ST N, BAYPORT",TRAIN COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/11/2023 6:04:45 PM,BP23000234,"30XXX -399 3RD ST N, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,1/11/2023 10:59:51 PM,BP23000240,"XXX 4TH AVE N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2023 12:05:46 AM,BP23000241,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2023 5:55:43 AM,BP23000244,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2023 8:41:41 AM,BP23000248,"XXX 2ND ST N, BAYPORT",THEFT FROM MOTOR VEHICLE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2023 8:51:07 AM,BP23000249,"XXX 2ND ST N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2023 9:01:07 AM,BP23000250,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2023 3:25:57 PM,BP23000253,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2023 6:38:17 PM,BP23000254,"XXX 3RD ST N, BAYPORT",INCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2023 7:49:33 PM,BP23000259,"INSPIRATION PKWY S / INSPIRATION PL, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2023 8:09:39 PM,BP23000260,"40XXX -548 PRAIRIE WAY S, BAYPORT",V/W - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2023 11:00:12 PM,BP23000264,"XXX 3rd Ave N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2023 11:15:21 PM,BP23000265,"XXX 3rd Ave N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2023 3:35:49 AM,BP23000267,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2023 5:19:42 AM,BP23000269,"XXX 3rd St N, BAYPORT",FOUND PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2023 11:36:00 AM,BP23000273,"XXX OAKWOOD ST S, BAYPORT",GUN PERMIT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2023 3:21:55 PM,BP23000274,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2023 6:32:00 PM,BP23000279,"50XXX -574 3RD ST N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2023 6:49:31 PM,BP23000281,"90XXX -999 Highway 95 N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2023 9:53:43 PM,BP23000283,"30XXX -330 5TH AVE N, BAYPORT","CITED - No motor vehicle insurance; V/W - no turn signal, tail light out"
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2023 12:58:53 AM,BP23000291,"50XXX -599 MINNESOTA ST S, BAYPORT",V/W - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2023 11:51:31 PM,BP23000315,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,1/13/2023 5:54:09 PM,BP23000277,"30XXX -3498 SAINT CROIX TRL N, BAYTOWN TOWNSHIP",W/W SPEED
BAYPORT POLICE DEPARTMENT,LAKELAND,1/10/2023 7:24:41 PM,BP23000219,"XX Hwy 95 Nb Jno I94, LAKELAND",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,1/8/2023 2:27:41 PM,BP23000179,"2XXX  Stagecoach Trl N, WEST LAKELAND TOWNSHIP",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/8/2023 1:18:42 AM,CG23000529,"10XXX  Greenway Cir S, COTTAGE GROVE",VEHICLE UNLOCK
