AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,9/8/2024 1:24:00 AM,BP24004871,"3RD ST N / 1ST AVE N, BAYPORT",MOTORIST ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/8/2024 3:11:00 AM,BP24004877,"XXX 4th Ave N, BAYPORT","CITED - Driving After Revocation, no proof of insurance; V/W - single lane infraction"
BAYPORT POLICE DEPARTMENT,BAYPORT,9/8/2024 3:54:00 AM,BP24004878,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,9/8/2024 6:35:00 AM,BP24004879,"XXX ARGUS Square, BAYPORT",OTHER
BAYPORT POLICE DEPARTMENT,BAYPORT,9/8/2024 10:22:00 AM,BP24004884,"XXX 4th St S, BAYPORT",THREATS
BAYPORT POLICE DEPARTMENT,BAYPORT,9/8/2024 11:19:00 AM,BP24004885,"XXX 4th Ave N, BAYPORT",FIRE
BAYPORT POLICE DEPARTMENT,BAYPORT,9/8/2024 11:33:00 AM,BP24004886,"XXX 4th St N, BAYPORT",CHILD CUSTODY
BAYPORT POLICE DEPARTMENT,BAYPORT,9/8/2024 4:51:00 PM,BP24004889,"XXX Highway 95, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,9/8/2024 4:56:00 PM,BP24004890,"70XXX -750 Highway 95 N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,9/8/2024 10:52:00 PM,BP24004896,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,9/9/2024 12:53:00 PM,BP24004897,"40XXX -498 MINNESOTA ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,9/9/2024 12:59:00 PM,BP24004898,"6TH AVE S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,9/9/2024 1:06:00 PM,BP24004899,"40XXX -499 MINNESOTA ST S, BAYPORT",W/W SPEED/EXPIRED REG
BAYPORT POLICE DEPARTMENT,BAYPORT,9/9/2024 1:15:00 PM,BP24004900,"40XXX -498 MINNESOTA ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,9/9/2024 1:24:00 PM,BP24004901,"50XXX -598 MINNESOTA ST S, BAYPORT",W/W USE OF COMM DEV
BAYPORT POLICE DEPARTMENT,BAYPORT,9/9/2024 1:36:00 PM,BP24004902,"63XXX -698 MINNESOTA ST S, BAYPORT",CITE - USE OF COMM DEV
BAYPORT POLICE DEPARTMENT,BAYPORT,9/9/2024 1:56:00 PM,BP24004903,"63XXX -698 MINNESOTA ST S, BAYPORT",W/W USE OF COMM DEV
BAYPORT POLICE DEPARTMENT,BAYPORT,9/9/2024 4:03:00 PM,BP24004887,"XX CENTRAL AVE, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,9/10/2024 12:31:28 AM,BP24004907,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/10/2024 3:24:00 PM,BP24004919,"XXX 4th Ave N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,9/10/2024 7:49:07 PM,BP24004920,"XXX Highway 95 N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,9/10/2024 8:44:00 PM,BP24004916,"XXX 4TH ST N, BAYPORT",LOST PROPERTY/ITEM
