AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,2/2/2025 2:12:42 AM,BP25000458,"40XXX -499 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/2/2025 5:29:32 AM,BP25000460,"XXX 5th Ave S, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/2/2025 5:36:44 AM,BP25000461,"XXX LAKESIDE DR S, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,2/2/2025 5:45:28 AM,BP25000462,"30XXX -348 4TH AVE S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/2/2025 6:04:18 AM,BP25000463,"30XXX -398 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/2/2025 6:11:23 AM,BP25000464,"50XXX -598 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/2/2025 10:08:20 AM,BP25000465,"Saint Croix River-bp, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/2/2025 1:03:05 PM,BP25000466,"5th Ave N / 9th St N, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,2/2/2025 3:17:41 PM,BP25000471,"XXX 3rd St N, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,2/2/2025 9:30:36 PM,BP25000474,"XXX 2ND ST N, BAYPORT",PARK CLOSED
BAYPORT POLICE DEPARTMENT,BAYPORT,2/3/2025 3:08:37 AM,BP25000478,"XXX 4th St N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/3/2025 3:38:51 AM,BP25000480,"Minnesota St S / 3rd Ave S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/3/2025 6:27:01 AM,BP25000481,"3rd St N / 4th Ave N, BAYPORT",MOTORIST ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/3/2025 8:14:58 AM,BP25000482,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/3/2025 3:08:18 PM,BP25000483,"XXX 4th St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/3/2025 3:24:21 PM,BP25000484,"3rd St N / 1st Ave N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,2/3/2025 3:28:03 PM,BP25000485,"Hwy 95 At 2nd Ave N, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,2/3/2025 9:27:10 PM,BP25000487,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,2/3/2025 10:23:34 PM,BP25000490,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,2/4/2025 8:17:08 AM,BP25000497,"XXX 4th St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/4/2025 9:27:08 AM,BP25000498,"XXX MARINER WAY, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,2/4/2025 3:11:07 PM,BP25000499,"XXX 4th St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/4/2025 5:27:38 PM,BP25000501,"XXX Pickett St N, BAYPORT",OFFICER INFORMATION
