AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,AFTON,7/18/2024 6:05:00 PM,BP24003979,"I94 Eb Jeo Manning Ave S, AFTON",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2024 2:39:00 AM,BP24003851,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2024 9:39:00 AM,BP24003857,"70XXX -972 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2024 10:11:00 AM,BP24003859,"50XXX -598 MINNESOTA ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2024 2:28:00 PM,BP24003860,"90XXX -999 Highway 95 N, BAYPORT",V/W EXP REG
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2024 3:05:00 PM,BP24003862,"XXX Lakeside Dr S, BAYPORT",LOST PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2024 3:10:00 PM,BP24003863,"XX Lake Cir, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2024 5:32:00 PM,BP24003865,"30XXX -399 3RD ST N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2024 6:27:00 PM,BP24003867,"10XXX -198 3RD ST N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2024 10:16:00 PM,BP24003869,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,7/14/2024 10:37:00 PM,BP24003872,"75XXX -998 Highway 95 N, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,7/15/2024 7:11:00 PM,BP24003878,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,7/15/2024 9:43:00 PM,BP24003879,"Unknown, BAYPORT",CITIZEN/PUBLIC ASSIST
