AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,12/4/2022 6:04:48 PM,BP22008259,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/4/2022 10:59:06 PM,BP22008260,"XXX 6TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/5/2022 2:14:00 AM,BP22008264,"XXX 4TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/5/2022 8:33:55 AM,BP22008269,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,12/5/2022 9:17:32 AM,BP22008270,"5th Ave N / 8th St N, BAYPORT",FOUND DOG/RETURNED
BAYPORT POLICE DEPARTMENT,BAYPORT,12/5/2022 10:20:43 AM,BP22008271,"Unknown, BAYPORT",ABANDONED VEHICLE
BAYPORT POLICE DEPARTMENT,BAYPORT,12/5/2022 11:49:21 AM,BP22008272,"XXX 6th St S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/5/2022 1:20:51 PM,BP22008273,"92XXX -1098 PICKETT AVE N, BAYPORT",W/W EXPIRED REG
BAYPORT POLICE DEPARTMENT,BAYPORT,12/5/2022 1:35:35 PM,BP22008274,"XX Point Rd, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/5/2022 2:43:17 PM,BP22008276,"XXX 5th Ave N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/5/2022 3:19:17 PM,BP22008277,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,12/5/2022 3:25:00 PM,BP22008278,"XXX 4TH ST N, BAYPORT",School Crossing
BAYPORT POLICE DEPARTMENT,BAYPORT,12/5/2022 5:20:44 PM,BP22008283,"MINNESOTA ST S / 7TH AVE S, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/5/2022 6:11:52 PM,BP22008285,"XXX 3RD ST N, BAYPORT",TRAFFIC COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 3:43:12 AM,BP22008298,"XXX 3rd St N, BAYPORT",WARRANT ARREST
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 7:13:36 AM,BP22008299,"XXX 3RD ST N, BAYPORT",GAS DRIVE OFF
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 7:14:25 AM,BP22008300,"XXX 3RD ST N, BAYPORT",GAS DRIVE OFF
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 8:48:36 AM,BP22008303,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 10:27:35 AM,BP22008304,"XXX 4TH AVE N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 12:16:40 PM,BP22008306,"Unknown, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 1:45:46 PM,BP22008309,"XXX 3RD ST N, BAYPORT",CITY ORD VIOL - SIDEWALK VIOL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 2:42:46 PM,BP22008311,"XXX 4th Ave N, BAYPORT",ACCIDENT / CITE - DAR
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 3:18:09 PM,BP22008312,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 7:58:24 PM,BP22008314,"30XXX -398 MINNESOTA ST S, BAYPORT",V/W NO LIGHTS
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 8:04:41 PM,BP22008315,"XXX 6TH ST N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 8:41:54 PM,BP22008316,"XXX STATE ST S, BAYPORT",V/W - Break light out
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 8:47:50 PM,BP22008317,"90XXX -999 Highway 95 N, BAYPORT","V/W - Speed, Maintain Single Lane"
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 9:23:32 PM,BP22008323,"LAKESIDE DR S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/6/2022 11:39:21 PM,BP22008327,"XXX 3rd St N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,12/7/2022 12:03:55 AM,BP22008333,"PRIMROSE PATH N & INSPIRATION PKWY, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/7/2022 7:10:05 PM,BP22008346,"Unknown, BAYPORT",FAMILY ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,12/7/2022 7:12:30 PM,BP22008347,"Village Green, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/7/2022 8:28:42 PM,BP22008348,"XXX 4th St S, BAYPORT",THREATS
BAYPORT POLICE DEPARTMENT,BAYPORT,12/7/2022 8:54:26 PM,BP22008349,"XXX Primrose Path N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,12/8/2022 12:05:50 AM,BP22008356,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/8/2022 3:49:00 AM,BP22008357,"XXX 4TH ST S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/8/2022 4:02:17 AM,BP22008359,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,12/8/2022 7:34:27 AM,BP22008363,"XXX 4TH ST N, BAYPORT",PUBLIC WORKS CONCERN
