AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,12/10/2023 2:58:21 AM,BP23006647,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/11/2023 8:45:04 AM,BP23006660,"50XXX -549 4TH AVE N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,12/11/2023 9:17:49 AM,BP23006661,"XXX PICKETT ST N, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/11/2023 8:56:25 PM,BP23006665,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/12/2023 12:00:36 AM,BP23006670,"XXX 4th Ave N, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,12/12/2023 4:38:50 AM,BP23006671,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/12/2023 1:03:20 PM,BP23006677,"XXX 4th Ave N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/12/2023 3:39:00 PM,BP23006679,"XXX 3rd St S, BAYPORT",HARASSMENT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/12/2023 3:40:34 PM,BP23006680,"Minnesota St S / 5th Ave S, BAYPORT",CITE - SPEED 53/30
BAYPORT POLICE DEPARTMENT,BAYPORT,12/12/2023 4:07:15 PM,BP23006681,"12XXX -199 MINNESOTA ST S, BAYPORT",V/W PASS ON RIGHT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/13/2023 5:22:50 AM,BP23006689,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,12/13/2023 9:42:18 AM,BP23006692,"XXX MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,12/13/2023 10:30:59 AM,BP23006693,"Unknown, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,12/13/2023 2:27:07 PM,BP23006694,"4th Ave N / 2nd St N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/13/2023 3:53:00 PM,BP23006697,"XXX 6th St N, BAYPORT",FRAUD/SCAM
BAYPORT POLICE DEPARTMENT,BAYPORT,12/13/2023 7:39:24 PM,BP23006699,"XXX 3rd St N, BAYPORT",Boat envelopes
BAYPORT POLICE DEPARTMENT,BAYPORT,12/14/2023 6:02:55 AM,BP23006707,"Saint Croix Trl N / 10th Ave N, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/14/2023 10:05:47 AM,BP23006708,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/14/2023 5:23:18 PM,BP23006712,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/14/2023 7:47:40 PM,BP23006714,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,12/15/2023 8:16:53 PM,BP23006727,"62XXX -635 MINNESOTA ST S, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,12/16/2023 11:28:26 AM,BP23006737,"XXX Highway 95 N, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,12/16/2023 4:34:14 PM,BP23006742,"XX POINT RD, BAYPORT",NEIGHBOR DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,12/16/2023 10:47:51 PM,BP23006748,"75XXX -998 Highway 95 N, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,12/13/2023 7:21:37 PM,BP23006698,"63XXX -6376 OSGOOD AVE N, STILLWATER",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,STILLWATER,12/14/2023 6:20:59 PM,BP23006715,"XXX Birchwood Dr N, STILLWATER",AOA-MISSING PERSON
BAYPORT POLICE DEPARTMENT,STILLWATER,12/16/2023 1:20:18 AM,BP23006734,"XXX Main St S, STILLWATER",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,12/16/2023 1:25:24 AM,BP23006735,"XXX Main St S, STILLWATER",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,12/16/2023 2:07:40 AM,BP23006736,"Hwy 36 Wb Jwo Washington Ave N, STILLWATER",ASSIST OTHER AGENCY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/10/2023 11:57:21 AM,CG23041178,"6XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/10/2023 2:33:55 PM,CG23041185,"6XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/10/2023 2:44:55 PM,CG23041186,"7XXX  77th Street Bay S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/10/2023 3:24:49 PM,CG23041196,"6XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/10/2023 6:38:35 PM,CG23041216,"Hwy 61 Nb At 80th St S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/10/2023 7:59:15 PM,CG23041223,"7XXX  JONATHAN AVE S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 12:46:00 AM,CG23041247,"7XXX  80th St S, COTTAGE GROVE",WARRANT ARREST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 1:13:58 AM,CG23041248,"8XXX  Indian Blvd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 1:20:51 AM,CG23041249,"6XXX  Skylark Ct S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 3:04:07 AM,CG23041252,"9XXX  Hillside Trl S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 7:58:28 AM,CG23041253,"7XXX  Langly Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 8:20:04 AM,CG23041254,"90XXX -9199 80TH ST S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 10:15:38 AM,CG23041272,"8XXX  Heron Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 10:51:25 AM,CG23041276,"6XXX  Pine Arbor Dr S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 11:25:53 AM,CG23041278,"6XXX  Homestead Ln S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 12:55:07 PM,CG23041281,"12XXX  Ravine Pkwy S, COTTAGE GROVE",CITIZEN/PUBLIC ASSIST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 1:47:30 PM,CG23041286,"6XXX  80TH ST S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 2:11:48 PM,CG23041294,"9XXX  East Point Douglas Rd S, COTTAGE GROVE",VEHICLE UNLOCK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 3:38:58 PM,CG23041310,"6XXX  80th St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 3:46:11 PM,CG23041312,"9XXX  JAMAICA AVE S, COTTAGE GROVE",VEHICLE UNLOCK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,12/11/2023 5:27:35 PM,CG23041315,"80th St S / Keats Ave S, COTTAGE GROVE",ACCIDENT
