AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2024 1:46:17 AM,BP24000253,"XXX 3RD ST N, BAYPORT",GAS DRIVE OFF
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2024 11:49:10 AM,BP24000262,"XXX Maine St N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2024 8:17:09 PM,BP24000269,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2024 1:22:19 AM,BP24000273,"40XXX -448 2ND AVE N, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2024 4:29:26 PM,BP24000276,"XXX Osprey Blvd, BAYPORT",FAMILY ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2024 8:42:59 PM,BP24000281,"50XXX -574 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2024 10:44:20 AM,BP24000285,"XXX Minnesota St S, BAYPORT",THEFT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2024 12:31:20 PM,BP24000287,"XXX Pickett St N, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2024 1:48:53 PM,BP24000288,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2024 3:24:55 PM,BP24000290,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/17/2024 8:33:00 AM,BP24000301,"Highway 95 N / 8th Ave N, BAYPORT",ARREST - GM NO INSURANCE/DAR/FAIL TO YIELD TO PED
BAYPORT POLICE DEPARTMENT,BAYPORT,1/17/2024 10:21:45 AM,BP24000302,"1XXX  5th Ave N, BAYPORT",DRUGS
BAYPORT POLICE DEPARTMENT,BAYPORT,1/18/2024 11:16:44 AM,BP24000326,"XXX 3rd St N, BAYPORT",RECORD REQUEST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/18/2024 11:43:46 PM,BP24000333,"XXX 5th Ave S, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/19/2024 3:05:46 AM,BP24000340,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,1/19/2024 3:54:45 AM,BP24000341,"50XXX -599 MINNESOTA ST S, BAYPORT",V/W - fail to drive in single lane
BAYPORT POLICE DEPARTMENT,BAYPORT,1/19/2024 10:15:22 AM,BP24000343,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/19/2024 3:08:52 PM,BP24000346,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/20/2024 3:05:18 PM,BP24000365,"3rd St N / 3rd Ave N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,1/17/2024 4:26:31 PM,BP24000308,"Paris Ave N / 40th St N, BAYTOWN TOWNSHIP",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,1/20/2024 10:05:10 PM,BP24000369,"15XXX  34th St N, BAYTOWN TOWNSHIP",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,LAKELAND,1/15/2024 3:01:36 AM,BP24000274,"Saint Croix Trail North To I94 Eb Ramp / I94, LAKELAND",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,1/17/2024 3:43:12 PM,BP24000305,"22XXX -blk Cottage Dr, STILLWATER",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,1/18/2024 2:15:27 PM,BP24000328,"1XXX  Greeley St S, STILLWATER",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,1/14/2024 9:04:40 PM,BP24000271,"Hwy 95 At Quant Ave N, WEST LAKELAND TOWNSHIP","V/W - single lane, following too close, no turn signal"
