AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2025 12:46:50 AM,BP25000178,"XX Central Ave, BAYPORT",FIGHT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2025 10:58:44 AM,BP25000179,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2025 11:23:33 AM,BP25000180,"XXX 1st Ave N, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2025 8:05:06 PM,BP25000183,"5th Ave N / Stagecoach Trl N, BAYPORT",MOTORIST ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2025 12:26:19 AM,BP25000185,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2025 2:39:44 AM,BP25000186,"XXX 4th Ave N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2025 8:37:51 AM,BP25000189,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2025 12:15:03 PM,BP25000192,"XXX 3rd St S, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2025 1:38:00 PM,BP25000193,"3rd St N / 5th Ave N, BAYPORT",CITE - SPEED 46/30
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2025 3:20:55 PM,BP25000194,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2025 8:32:36 AM,BP25000197,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2025 9:22:07 AM,BP25000198,"XXX 4th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2025 2:02:23 PM,BP25000199,"XXX 3rd St N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2025 9:12:44 PM,BP25000205,"Minnesota St S / Osprey Blvd, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2025 11:56:04 PM,BP25000224,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2025 4:05:23 AM,BP25000230,"50XXX -574 3RD ST N, BAYPORT",STAT RADAR
