AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,7/21/2024 12:44:00 AM,BP24004028,"XXX 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,7/21/2024 2:04:25 AM,BP24004031,"60XXX -620 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,7/21/2024 3:32:37 AM,BP24004032,"XXX Minnesota St S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,7/21/2024 5:48:38 AM,BP24004033,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,7/21/2024 2:43:00 PM,BP24004027,"LAKESIDE DR S / 3RD AVE S, BAYPORT",ABANDONED VEHICLE
BAYPORT POLICE DEPARTMENT,BAYPORT,7/21/2024 4:08:00 PM,BP24004035,"Stagecoach Trail / 5th Ave N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,7/21/2024 7:00:56 PM,BP24004037,"XXX 5TH AVE S, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,7/21/2024 8:51:07 PM,BP24004039,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,7/21/2024 11:50:00 PM,BP24004036,"XXX Lakeside Dr S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,7/22/2024 2:54:52 AM,BP24004046,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,7/22/2024 7:38:00 AM,BP24004048,"30XXX -398 4TH AVE N, BAYPORT",CITE - EXPIRED REG
