AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,8/20/2023 11:20:18 AM,BP23004925,"XXX 3rd St N, BAYPORT",LOST PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,8/20/2023 12:00:39 PM,BP23004926,"Unknown, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/20/2023 4:50:11 PM,BP23004928,"XXX Maine St N, BAYPORT",THREATS
BAYPORT POLICE DEPARTMENT,BAYPORT,8/20/2023 11:32:48 PM,BP23004933,"XXX 5th Ave S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,8/21/2023 4:01:25 AM,BP23004934,"XXX Central Ave, BAYPORT",DEATH
BAYPORT POLICE DEPARTMENT,BAYPORT,8/21/2023 5:52:10 AM,BP23004935,"XXX Minnesota St S, BAYPORT",FRAUD/SCAM
BAYPORT POLICE DEPARTMENT,BAYPORT,8/21/2023 6:57:05 AM,BP23004936,"XXX 4th Ave N, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,8/21/2023 11:48:23 AM,BP23004937,"XXX 7th St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/21/2023 11:56:02 AM,BP23004938,"XXX 4th Ave N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/21/2023 1:58:02 PM,BP23004939,"XXX 3rd st n, BAYPORT",ASSIST TO CITY HALL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/21/2023 4:09:25 PM,BP23004941,"XXX 3rd St N, BAYPORT",VEHICLE TAMPERING
BAYPORT POLICE DEPARTMENT,BAYPORT,8/21/2023 4:09:45 PM,BP23004940,"Unknown, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/21/2023 5:33:40 PM,BP23004943,"Minnesota St S / Osprey Blvd, BAYPORT",CITE - NO DL/NO INSURANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/21/2023 6:39:57 PM,BP23004944,"70XXX -973 MINNESOTA ST S, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,8/21/2023 6:56:49 PM,BP23004945,"XXX 5th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/21/2023 10:58:49 PM,BP23004946,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/22/2023 3:48:01 AM,BP23004951,"XXX 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/22/2023 4:07:10 AM,BP23004952,"XX CENTRAL AVE, BAYPORT",Honor Box Payments
BAYPORT POLICE DEPARTMENT,BAYPORT,8/22/2023 1:26:02 PM,BP23004955,"Unknown, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,8/22/2023 4:55:39 PM,BP23004956,"Unknown, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/22/2023 5:37:24 PM,BP23004957,"XXX minnesota st s, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,8/22/2023 8:21:55 PM,BP23004959,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,8/23/2023 1:37:53 AM,BP23004964,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/23/2023 1:41:05 AM,BP23004965,"XXX 4TH AVE N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/23/2023 1:33:57 PM,BP23004971,"XXX 4th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/23/2023 8:43:54 PM,BP23004977,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,8/24/2023 10:17:26 AM,BP23004981,"XX Central Ave, BAYPORT",FOUND PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,8/24/2023 7:52:15 PM,BP23004993,"XXX Maine St N, BAYPORT",THREATS
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2023 10:49:08 AM,BP23005007,"XXX MINNESOTA ST S, BAYPORT",V/W PASS ON RIGHT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2023 11:57:05 AM,BP23005009,"XXX 5th ave s, BAYPORT",COMMUNITY OUTREACH - K9 PRESENTATION
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2023 12:08:25 PM,BP23005010,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2023 2:40:42 PM,BP23005011,"XXX 3rd st s, BAYPORT",COMMUNITY CONTACT- K9 DEMO
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2023 5:26:29 PM,BP23005018,"75XXX -998 Highway 95 N, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2023 7:00:00 PM,BP23005019,"XX Point Rd, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2023 9:03:55 PM,BP23005024,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2023 9:18:31 PM,BP23005026,"XXX 3rd St N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2023 9:52:41 PM,BP23005027,"XXX 3rd St N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2023 9:57:03 PM,BP23005028,"XXX 3rd St N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/25/2023 10:22:48 PM,BP23005029,"Hwy 95 At 10th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2023 3:21:58 AM,BP23005030,"Minnesota St S / 3rd Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2023 3:38:15 AM,BP23005031,"60XXX -620 MINNESOTA ST S, BAYPORT",CITED - Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2023 9:21:20 AM,BP23005036,"XXX 5TH AVE N, BAYPORT",W/W SEATBELT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2023 9:28:37 AM,BP23005037,"MAINE ST N / 4TH AVE N, BAYPORT",V/W FAIL TO YIELD
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2023 4:50:19 PM,BP23005042,"60XXX -630 OAKWOOD ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,8/26/2023 9:12:29 PM,BP23005049,"40XXX -549 PRAIRIE WAY S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,LAKE SAINT CROIX BEACH,8/20/2023 11:08:19 PM,BP23004932,"16XXX  17th St S, LAKE SAINT CROIX BEACH",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,LAKELAND,8/25/2023 4:55:50 PM,BP23005016,"Quality Ave N / 3rd St N, LAKELAND",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,8/26/2023 3:52:44 AM,BP23005032,"22XXX -2898 SAINT CROIX TRL N, WEST LAKELAND TOWNSHIP",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,WEST LAKELAND TOWNSHIP,8/26/2023 5:07:29 PM,BP23005043,"24XXX -2892 STAGECOACH TRL N, WEST LAKELAND TOWNSHIP",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/20/2023 4:20:44 AM,CG23029359,"7XXX  95th St S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,8/20/2023 8:00:52 AM,CG23029362,"9XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
