AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,10/16/2022 12:10:06 AM,BP22007149,"70XXX -972 MINNESOTA ST S, BAYPORT","CITED - Speed, No Valid MNDL; V/W - No POI, expired tabs"
BAYPORT POLICE DEPARTMENT,BAYPORT,10/16/2022 5:35:09 AM,BP22007151,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,10/16/2022 9:35:07 AM,BP22007157,"42XXX -4499 STAGECOACH TRL N, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,10/16/2022 11:03:51 AM,BP22007158,"XXX 9th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/16/2022 12:03:50 PM,BP22007160,"XXX Maine St N, BAYPORT",THEFT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/16/2022 3:49:38 PM,BP22007163,"50XXX -599 MINNESOTA ST S, BAYPORT",CITE - SPEED 73/55
BAYPORT POLICE DEPARTMENT,BAYPORT,10/16/2022 7:11:22 PM,BP22007165,"50XXX -598 MINNESOTA ST S, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,10/16/2022 10:22:47 PM,BP22007170,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/16/2022 11:38:59 PM,BP22007176,"42XXX -4499 STAGECOACH TRL N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/17/2022 8:16:32 AM,BP22007180,"3RD ST N / 3RD AVE N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/17/2022 9:59:57 AM,BP22007181,"XX Point Rd, BAYPORT",City Ord
BAYPORT POLICE DEPARTMENT,BAYPORT,10/17/2022 11:11:07 AM,BP22007182,"XXX 4th St N, BAYPORT",RUNAWAY
BAYPORT POLICE DEPARTMENT,BAYPORT,10/17/2022 8:32:02 PM,BP22007184,"XXX 4th St S, BAYPORT",SUICIDE ATTEMPT/THREATS OF
BAYPORT POLICE DEPARTMENT,BAYPORT,10/17/2022 10:16:35 PM,BP22007185,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/18/2022 1:23:15 AM,BP22007190,"7TH AVE N & Highway 95 N, BAYPORT",MOTORIST ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/18/2022 8:26:10 AM,BP22007191,"Unknown, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/18/2022 8:40:04 AM,BP22007192,"3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/18/2022 10:54:13 AM,BP22007193,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/18/2022 2:07:14 PM,BP22007194,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/18/2022 3:22:50 PM,BP22007195,"3RD ST N / 3RD AVE N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/18/2022 8:56:58 PM,BP22007199,"XX Point Rd, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/19/2022 8:36:33 AM,BP22007207,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,10/19/2022 9:05:09 AM,BP22007208,"40XXX -498 MINNESOTA ST S, BAYPORT",CITE - SPEED 50/30
BAYPORT POLICE DEPARTMENT,BAYPORT,10/19/2022 9:28:22 AM,BP22007209,"3rd St N / 4th Ave N, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/19/2022 9:53:15 AM,BP22007210,"Hwy 95 At 10th Ave N, BAYPORT",TRAIN COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/19/2022 1:29:17 PM,BP22007212,"Hwy 95 At Osprey Blvd, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/19/2022 1:57:44 PM,BP22007213,"3RD ST S / 4TH AVE S, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/19/2022 3:28:36 PM,BP22007214,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,10/19/2022 5:22:52 PM,BP22007217,"50XXX -598 MINNESOTA ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,10/19/2022 5:32:07 PM,BP22007218,"3rd st n / 5th ave n, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,10/19/2022 6:19:02 PM,BP22007219,"XXX 6th St N, BAYPORT",DWI
BAYPORT POLICE DEPARTMENT,BAYPORT,10/19/2022 8:30:04 PM,BP22007226,"40XXX -499 3RD ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/19/2022 9:59:08 PM,BP22007229,"30XXX -399 MINNESOTA ST S, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,10/20/2022 2:28:04 PM,BP22007240,"35XXX -374 3RD AVE S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,10/20/2022 3:51:59 PM,BP22007242,"HWY 95 JSO 3RD AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/20/2022 4:37:42 PM,BP22007243,"XXX 3RD ST N, BAYPORT",Reserve Application
BAYPORT POLICE DEPARTMENT,BAYPORT,10/20/2022 5:15:09 PM,BP22007245,"Highway 95 N / 8th Ave N, BAYPORT",FIRE
BAYPORT POLICE DEPARTMENT,BAYPORT,10/20/2022 7:14:29 PM,BP22007246,"30XXX -399 3RD ST N, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,10/21/2022 12:48:27 AM,BP22007250,"XXX 3rd St N, BAYPORT",DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,10/21/2022 1:11:00 PM,BP22007253,"XXX 4th Ave N, BAYPORT",Firearm Possesion
BAYPORT POLICE DEPARTMENT,BAYPORT,10/21/2022 1:57:51 PM,BP22007255,"XXX PICKETT ST N, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,10/21/2022 2:19:01 PM,BP22007254,"XXX Central Ave, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/21/2022 6:49:48 PM,BP22007257,"Central Ave / 2nd St S, BAYPORT",Found Gun
BAYPORT POLICE DEPARTMENT,BAYPORT,10/21/2022 9:16:21 PM,BP22007258,"30XXX -398 MINNESOTA ST S, BAYPORT",VW/Speed
BAYPORT POLICE DEPARTMENT,BAYPORT,10/22/2022 6:28:42 AM,BP22007266,"XXX 9th St N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
