AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 12:07:23 AM,BP23002424,"POINT RD / 10TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 1:02:15 AM,BP23002426,"Minnesota St S / 1st Ave S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 1:22:31 AM,BP23002427,"30XXX -373 1ST AVE N, BAYPORT",V/W - Failure to yield the right of way
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 8:15:33 AM,BP23002429,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 8:58:29 AM,BP23002431,"XX CENTRAL AVE, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 9:27:34 AM,BP23002432,"POINT RD / 10TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 9:49:20 AM,BP23002435,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 10:24:40 AM,BP23002437,"XXX 3rd st n, BAYPORT",Solicitor Permit
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 10:26:59 AM,BP23002438,"XXX 3rd st n, BAYPORT",Solicitor Permit
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 10:29:52 AM,BP23002439,"XXX 3rd st n, BAYPORT",Solicitor Permit
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 10:31:53 AM,BP23002440,"XXX 3rd st n, BAYPORT",Solicitor Permit
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 10:34:22 AM,BP23002441,"XXX 3rd st n, BAYPORT",Solicitor Permit
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 10:35:44 AM,BP23002442,"XXX 3rd st n, BAYPORT",Solicitor Permit
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 12:07:05 PM,BP23002444,"3rd Ave N / 3rd St N, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,4/24/2023 1:18:33 PM,BP23002447,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
