AgencyName1,Address_City_Description1,CreatedOn,CaseNumber,address_streetAddress,Description
BAYPORT POLICE DEPARTMENT,BAYPORT,10/23/2022 3:15:35 AM,BP22007280,"XXX 3rd St N, BAYPORT",UNWANTED PERSON/VEHICLE
BAYPORT POLICE DEPARTMENT,BAYPORT,10/23/2022 10:46:51 AM,BP22007281,"XXX State St S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,10/23/2022 3:07:52 PM,BP22007282,"XXX 5th St N, BAYPORT",LOST PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,10/23/2022 5:49:49 PM,BP22007283,"XXX 3RD ST N, BAYPORT",Lost dog
BAYPORT POLICE DEPARTMENT,BAYPORT,10/23/2022 8:50:02 PM,BP22007285,"10th Ave N / Point Rd, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,10/23/2022 9:27:28 PM,BP22007287,"XXX blk 5th ave n, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,10/23/2022 9:36:27 PM,BP22007290,"1XXX  INSPIRATION PKWY N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/23/2022 10:41:24 PM,BP22007291,"XXX 4TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/24/2022 7:49:28 AM,BP22007295,"XXX 3RD ST N, BAYPORT",RECYCLING AWARD
BAYPORT POLICE DEPARTMENT,BAYPORT,10/24/2022 8:00:04 AM,BP22007297,"XXX 6th St S, BAYPORT",NEIGHBOR DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,10/24/2022 8:39:56 AM,BP22007298,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,10/24/2022 11:04:54 AM,BP22007300,"XXX 3RD ST N, BAYPORT",ASSIST TO CITY HALL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/24/2022 2:35:49 PM,BP22007303,"40XXX -498 3RD ST N, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/24/2022 3:28:45 PM,BP22007304,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,10/24/2022 5:03:18 PM,BP22007306,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/24/2022 5:24:35 PM,BP22007307,"XXX 6TH ST S, BAYPORT",ORDINANCE COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/24/2022 11:53:12 PM,BP22007313,"XXX Maine St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/25/2022 2:45:44 AM,BP22007319,"XXX 3RD ST N, BAYPORT",FOUND PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,10/25/2022 4:02:34 AM,BP22007320,"XXX 4th Ave N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,10/25/2022 8:43:50 AM,BP22007321,"XXX 4TH ST N, BAYPORT",School Crossing
BAYPORT POLICE DEPARTMENT,BAYPORT,10/25/2022 10:57:06 AM,BP22007324,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/25/2022 1:13:15 PM,BP22007329,"XXX 3RD ST N, BAYPORT",FOUND PROPERTY/ITEM
BAYPORT POLICE DEPARTMENT,BAYPORT,10/25/2022 3:12:43 PM,BP22007330,"XXX 3RD ST N, BAYPORT",GUN PERMIT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/25/2022 3:18:50 PM,BP22007332,"XXX 4TH ST N, BAYPORT",School Crossing
BAYPORT POLICE DEPARTMENT,BAYPORT,10/25/2022 3:27:41 PM,BP22007333,"XXX Block 5th Ave N, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,10/25/2022 4:51:52 PM,BP22007335,"XX CENTRAL AVE, BAYPORT",Honor Box Payments
BAYPORT POLICE DEPARTMENT,BAYPORT,10/25/2022 5:57:48 PM,BP22007336,"XXX Maine St N, BAYPORT",ANIMAL COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/26/2022 12:07:35 PM,BP22007349,"XXX block 5th Ave N, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,10/26/2022 12:28:46 PM,BP22007352,"Inspiration Parkway N / Primrose Path, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/26/2022 12:57:52 PM,BP22007355,"POINT RD / 10TH AVE N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/26/2022 1:17:59 PM,BP22007356,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,10/26/2022 6:19:24 PM,BP22007358,"Minnesota St S / 5th Ave S, BAYPORT",TRAFFIC COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/26/2022 9:41:03 PM,BP22007359,"XX CENTRAL AVE, BAYPORT",Cite - boat trailer parking
BAYPORT POLICE DEPARTMENT,BAYPORT,10/26/2022 11:59:58 PM,BP22007364,"1XXX  INSPIRATION PKWY N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/27/2022 12:19:21 AM,BP22007366,"XXX 4TH ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/27/2022 3:13:10 PM,BP22007367,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/27/2022 4:01:34 PM,BP22007370,"3rd St N / 4th Ave N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/27/2022 4:35:55 PM,BP22007371,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,10/27/2022 5:58:10 PM,BP22007372,"XXX 5th St S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,10/27/2022 8:16:30 PM,BP22007373,"XXX 4TH AVE N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/27/2022 11:47:47 PM,BP22007376,"70XXX -972 MINNESOTA ST S, BAYPORT","V/W - Speed, Passing On Shoulder"
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2022 12:28:37 AM,BP22007380,"MINNESOTA ST S / 3RD AVE S, BAYPORT",STAT RADAR
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2022 1:00:12 AM,BP22007381,"XXX PICKETT ST N, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2022 9:35:32 AM,BP22007390,"Unknown, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2022 4:41:21 PM,BP22007397,"Hwy 95 At 7th Ave N, BAYPORT",CITE - DAS
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2022 7:09:09 PM,BP22007398,"XXX 3rd Ave S, BAYPORT",WARRANT ATTEMPT
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2022 7:28:17 PM,BP22007400,"40XXX -498 3RD ST N, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2022 7:43:47 PM,BP22007401,"60XXX -648 3RD ST N, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2022 7:48:28 PM,BP22007402,"50XXX -598 MINNESOTA ST S, BAYPORT",W/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2022 7:51:10 PM,BP22007403,"57XXX -598 3RD ST N, BAYPORT",V/W SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,10/28/2022 7:58:29 PM,BP22007404,"30XXX -373 1ST AVE N, BAYPORT",CITE SMALL AMOUNT / PARA
