AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,8/10/2025 4:55:09 PM,BP25003333,"XXX 3RD ST S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/10/2025 7:27:57 PM,BP25003335,"XXX 5th St N, BAYPORT",DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2025 3:11:16 AM,BP25003337,"XXX 3RD ST N, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2025 8:36:42 AM,BP25003338,"XXX 5th St N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2025 10:01:40 AM,BP25003341,"XXX Pickett St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2025 12:21:17 PM,BP25003342,"Central Ave / Maine St N, BAYPORT",LOCKOUT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2025 1:49:01 PM,BP25003343,"XXX Highway 95 N, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2025 7:17:58 PM,BP25003344,"XXX Maine St S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2025 7:47:44 PM,BP25003345,"XXX 5th St N, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,8/11/2025 10:08:07 PM,BP25003346,"XX CENTRAL AVE, BAYPORT",PARK CLOSED
BAYPORT POLICE DEPARTMENT,BAYPORT,8/12/2025 3:29:54 AM,BP25003350,"XXX - 499 10TH AVE N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/12/2025 10:40:40 AM,BP25003351,"XXX - 798 3RD ST N, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,8/12/2025 10:46:02 AM,BP25003352,"XXX - 398 7TH AVE N, BAYPORT",PARKING VIOLATION
